TASK 3 - PHASE 2: CRAWL GAIT COORDINATION LOG
Sequence: FL -> RR -> FR -> RL
==========================================================================================

   Time | Active |  Phase |  FL_hip |  FR_hip |  RL_hip |  RR_hip | FL_phase | RR_phase
 12.720 |     RL | STANCE |  -10.00 |   -9.85 |   12.25 |  -10.00 |   STANCE |   STANCE
 12.730 |     RL | STANCE |  -10.00 |   -9.85 |   12.12 |  -10.00 |   STANCE |   STANCE
 12.740 |     RL | STANCE |  -10.00 |   -9.85 |   12.00 |  -10.00 |   STANCE |   STANCE
 12.750 |     RL | STANCE |  -10.00 |   -9.86 |   11.88 |  -10.00 |   STANCE |   STANCE
 12.760 |     RL | STANCE |  -10.00 |   -9.86 |   11.75 |  -10.00 |   STANCE |   STANCE
 12.770 |     RL | STANCE |  -10.00 |   -9.86 |   11.62 |  -10.00 |   STANCE |   STANCE
 12.780 |     RL | STANCE |  -10.00 |   -9.86 |   11.50 |  -10.00 |   STANCE |   STANCE
 12.790 |     RL | STANCE |  -10.00 |   -9.87 |   11.38 |  -10.00 |   STANCE |   STANCE
 12.800 |     RL | STANCE |  -10.00 |   -9.87 |   11.25 |  -10.00 |   STANCE |   STANCE
 12.810 |     RL | STANCE |  -10.00 |   -9.87 |   11.12 |  -10.00 |   STANCE |   STANCE
 12.820 |     RL | STANCE |  -10.00 |   -9.87 |   11.00 |  -10.00 |   STANCE |   STANCE
 12.830 |     RL | STANCE |  -10.00 |   -9.87 |   10.88 |  -10.00 |   STANCE |   STANCE
 12.840 |     RL | STANCE |  -10.00 |   -9.88 |   10.75 |  -10.00 |   STANCE |   STANCE
 12.850 |     RL | STANCE |  -10.00 |   -9.88 |   10.62 |  -10.00 |   STANCE |   STANCE
 12.860 |     RL | STANCE |  -10.00 |   -9.88 |   10.50 |  -10.00 |   STANCE |   STANCE
 12.870 |     RL | STANCE |  -10.00 |   -9.88 |   10.38 |  -10.00 |   STANCE |   STANCE
 12.880 |     RL | STANCE |  -10.00 |   -9.88 |   10.25 |  -10.00 |   STANCE |   STANCE
 12.890 |     RL | STANCE |  -10.00 |   -9.89 |   10.12 |  -10.00 |   STANCE |   STANCE
 12.900 |     RL | STANCE |  -10.00 |   -9.89 |   10.00 |  -10.00 |   STANCE |   STANCE
 12.910 |     RL | STANCE |  -10.00 |   -9.89 |    9.88 |  -10.00 |   STANCE |   STANCE
 12.920 |     RL | STANCE |  -10.00 |   -9.89 |    9.75 |  -10.00 |   STANCE |   STANCE
 12.930 |     RL | STANCE |  -10.00 |   -9.89 |    9.62 |  -10.00 |   STANCE |   STANCE
 12.940 |     RL | STANCE |  -10.00 |   -9.89 |    9.50 |  -10.00 |   STANCE |   STANCE
 12.950 |     RL | STANCE |  -10.00 |   -9.90 |    9.38 |  -10.00 |   STANCE |   STANCE
 12.960 |     RL | STANCE |  -10.00 |   -9.90 |    9.25 |  -10.00 |   STANCE |   STANCE
 12.970 |     RL | STANCE |  -10.00 |   -9.90 |    9.12 |  -10.00 |   STANCE |   STANCE
 12.980 |     RL | STANCE |  -10.00 |   -9.90 |    9.00 |  -10.00 |   STANCE |   STANCE
 12.990 |     RL | STANCE |  -10.00 |   -9.90 |    8.88 |  -10.00 |   STANCE |   STANCE
 13.000 |     RL | STANCE |  -10.00 |   -9.90 |    8.75 |  -10.00 |   STANCE |   STANCE
 13.010 |     RL | STANCE |  -10.00 |   -9.91 |    8.62 |  -10.00 |   STANCE |   STANCE
 13.020 |     RL | STANCE |  -10.00 |   -9.91 |    8.50 |  -10.00 |   STANCE |   STANCE
 13.030 |     RL | STANCE |  -10.00 |   -9.91 |    8.38 |  -10.00 |   STANCE |   STANCE
 13.040 |     RL | STANCE |  -10.00 |   -9.91 |    8.25 |  -10.00 |   STANCE |   STANCE
 13.050 |     RL | STANCE |  -10.00 |   -9.91 |    8.12 |  -10.00 |   STANCE |   STANCE
 13.060 |     RL | STANCE |  -10.00 |   -9.91 |    8.00 |  -10.00 |   STANCE |   STANCE
 13.070 |     RL | STANCE |  -10.00 |   -9.92 |    7.88 |  -10.00 |   STANCE |   STANCE
 13.080 |     RL | STANCE |  -10.00 |   -9.92 |    7.75 |  -10.00 |   STANCE |   STANCE
 13.090 |     RL | STANCE |  -10.00 |   -9.92 |    7.62 |  -10.00 |   STANCE |   STANCE
 13.100 |     RL | STANCE |  -10.00 |   -9.92 |    7.50 |  -10.00 |   STANCE |   STANCE
 13.110 |     RL | STANCE |  -10.00 |   -9.92 |    7.38 |  -10.00 |   STANCE |   STANCE
 13.120 |     RL | STANCE |  -10.00 |   -9.92 |    7.25 |  -10.00 |   STANCE |   STANCE
 13.130 |     RL | STANCE |  -10.00 |   -9.92 |    7.12 |  -10.00 |   STANCE |   STANCE
 13.140 |     RL | STANCE |  -10.00 |   -9.93 |    7.00 |  -10.00 |   STANCE |   STANCE
 13.150 |     RL | STANCE |  -10.00 |   -9.93 |    6.88 |  -10.00 |   STANCE |   STANCE
 13.160 |     RL | STANCE |  -10.00 |   -9.93 |    6.75 |  -10.00 |   STANCE |   STANCE
 13.170 |     RL | STANCE |  -10.00 |   -9.93 |    6.62 |  -10.00 |   STANCE |   STANCE
 13.180 |     RL | STANCE |  -10.00 |   -9.93 |    6.50 |  -10.00 |   STANCE |   STANCE
 13.190 |     RL | STANCE |  -10.00 |   -9.93 |    6.38 |  -10.00 |   STANCE |   STANCE
 13.200 |     RL | STANCE |  -10.00 |   -9.93 |    6.25 |  -10.00 |   STANCE |   STANCE
 13.210 |     RL | STANCE |  -10.00 |   -9.93 |    6.12 |  -10.00 |   STANCE |   STANCE
 13.220 |     RL | STANCE |  -10.00 |   -9.93 |    6.00 |  -10.00 |   STANCE |   STANCE
 13.230 |     RL | STANCE |  -10.00 |   -9.94 |    5.88 |  -10.00 |   STANCE |   STANCE
 13.240 |     RL | STANCE |  -10.00 |   -9.94 |    5.75 |  -10.00 |   STANCE |   STANCE
 13.250 |     RL | STANCE |  -10.00 |   -9.94 |    5.62 |  -10.00 |   STANCE |   STANCE
 13.260 |     RL | STANCE |  -10.00 |   -9.94 |    5.50 |  -10.00 |   STANCE |   STANCE
 13.270 |     RL | STANCE |  -10.00 |   -9.94 |    5.38 |  -10.00 |   STANCE |   STANCE
 13.280 |     RL | STANCE |  -10.00 |   -9.94 |    5.25 |  -10.00 |   STANCE |   STANCE
 13.290 |     RL | STANCE |  -10.00 |   -9.94 |    5.12 |  -10.00 |   STANCE |   STANCE
 13.300 |     RL | STANCE |  -10.00 |   -9.94 |    5.00 |  -10.00 |   STANCE |   STANCE
 13.310 |     RL | STANCE |  -10.00 |   -9.94 |    4.88 |  -10.00 |   STANCE |   STANCE
 13.320 |     RL | STANCE |  -10.00 |   -9.95 |    4.75 |  -10.00 |   STANCE |   STANCE
 13.330 |     RL | STANCE |  -10.00 |   -9.95 |    4.62 |  -10.00 |   STANCE |   STANCE
 13.340 |     RL | STANCE |  -10.00 |   -9.95 |    4.50 |  -10.00 |   STANCE |   STANCE
 13.350 |     RL | STANCE |  -10.00 |   -9.95 |    4.38 |  -10.00 |   STANCE |   STANCE
 13.360 |     RL | STANCE |  -10.00 |   -9.95 |    4.25 |  -10.00 |   STANCE |   STANCE
 13.370 |     RL | STANCE |  -10.00 |   -9.95 |    4.12 |  -10.00 |   STANCE |   STANCE
 13.380 |     RL | STANCE |  -10.00 |   -9.95 |    4.00 |  -10.00 |   STANCE |   STANCE
 13.390 |     RL | STANCE |  -10.00 |   -9.95 |    3.88 |  -10.00 |   STANCE |   STANCE
 13.400 |     RL | STANCE |  -10.00 |   -9.95 |    3.75 |  -10.00 |   STANCE |   STANCE
 13.410 |     RL | STANCE |  -10.00 |   -9.95 |    3.62 |  -10.00 |   STANCE |   STANCE
 13.420 |     RL | STANCE |  -10.00 |   -9.95 |    3.50 |  -10.00 |   STANCE |   STANCE
 13.430 |     RL | STANCE |  -10.00 |   -9.95 |    3.38 |  -10.00 |   STANCE |   STANCE
 13.440 |     RL | STANCE |  -10.00 |   -9.96 |    3.25 |  -10.00 |   STANCE |   STANCE
 13.450 |     RL | STANCE |  -10.00 |   -9.96 |    3.12 |  -10.00 |   STANCE |   STANCE
 13.460 |     RL | STANCE |  -10.00 |   -9.96 |    3.00 |  -10.00 |   STANCE |   STANCE
 13.470 |     RL | STANCE |  -10.00 |   -9.96 |    2.88 |  -10.00 |   STANCE |   STANCE
 13.480 |     RL | STANCE |  -10.00 |   -9.96 |    2.75 |  -10.00 |   STANCE |   STANCE
 13.490 |     RL | STANCE |  -10.00 |   -9.96 |    2.62 |  -10.00 |   STANCE |   STANCE
 13.500 |     RL | STANCE |  -10.00 |   -9.96 |    2.50 |  -10.00 |   STANCE |   STANCE
 13.510 |     RL | STANCE |  -10.00 |   -9.96 |    2.38 |  -10.00 |   STANCE |   STANCE
 13.520 |     RL | STANCE |  -10.00 |   -9.96 |    2.25 |  -10.00 |   STANCE |   STANCE
 13.530 |     RL | STANCE |  -10.00 |   -9.96 |    2.12 |  -10.00 |   STANCE |   STANCE
 13.540 |     RL | STANCE |  -10.00 |   -9.96 |    2.00 |  -10.00 |   STANCE |   STANCE
 13.550 |     RL | STANCE |  -10.00 |   -9.96 |    1.88 |  -10.00 |   STANCE |   STANCE
 13.560 |     RL | STANCE |  -10.00 |   -9.96 |    1.75 |  -10.00 |   STANCE |   STANCE
 13.570 |     RL | STANCE |  -10.00 |   -9.96 |    1.62 |  -10.00 |   STANCE |   STANCE
 13.580 |     RL | STANCE |  -10.00 |   -9.96 |    1.50 |  -10.00 |   STANCE |   STANCE
 13.590 |     RL | STANCE |  -10.00 |   -9.96 |    1.38 |  -10.00 |   STANCE |   STANCE
 13.600 |     RL | STANCE |  -10.00 |   -9.96 |    1.25 |  -10.00 |   STANCE |   STANCE
 13.610 |     RL | STANCE |  -10.00 |   -9.97 |    1.12 |  -10.00 |   STANCE |   STANCE
 13.620 |     RL | STANCE |  -10.00 |   -9.97 |    1.00 |  -10.00 |   STANCE |   STANCE
 13.630 |     RL | STANCE |  -10.00 |   -9.97 |    0.88 |  -10.00 |   STANCE |   STANCE
 13.640 |     RL | STANCE |  -10.00 |   -9.97 |    0.75 |  -10.00 |   STANCE |   STANCE
 13.650 |     RL | STANCE |  -10.00 |   -9.97 |    0.62 |  -10.00 |   STANCE |   STANCE
 13.660 |     RL | STANCE |  -10.00 |   -9.97 |    0.50 |  -10.00 |   STANCE |   STANCE
 13.670 |     RL | STANCE |  -10.00 |   -9.97 |    0.38 |  -10.00 |   STANCE |   STANCE
 13.680 |     RL | STANCE |  -10.00 |   -9.97 |    0.25 |  -10.00 |   STANCE |   STANCE
 13.690 |     RL | STANCE |  -10.00 |   -9.97 |    0.12 |  -10.00 |   STANCE |   STANCE
 13.700 |     RL | STANCE |  -10.00 |   -9.97 |    0.00 |  -10.00 |   STANCE |   STANCE
 13.710 |     RL | STANCE |  -10.00 |   -9.97 |   -0.12 |  -10.00 |   STANCE |   STANCE
 13.720 |     RL | STANCE |  -10.00 |   -9.97 |   -0.25 |  -10.00 |   STANCE |   STANCE
 13.730 |     RL | STANCE |  -10.00 |   -9.97 |   -0.38 |  -10.00 |   STANCE |   STANCE
 13.740 |     RL | STANCE |  -10.00 |   -9.97 |   -0.50 |  -10.00 |   STANCE |   STANCE
 13.750 |     RL | STANCE |  -10.00 |   -9.97 |   -0.62 |  -10.00 |   STANCE |   STANCE
 13.760 |     RL | STANCE |  -10.00 |   -9.97 |   -0.75 |  -10.00 |   STANCE |   STANCE
 13.770 |     RL | STANCE |  -10.00 |   -9.97 |   -0.88 |  -10.00 |   STANCE |   STANCE
 13.780 |     RL | STANCE |  -10.00 |   -9.97 |   -1.00 |  -10.00 |   STANCE |   STANCE
 13.790 |     RL | STANCE |  -10.00 |   -9.97 |   -1.12 |  -10.00 |   STANCE |   STANCE
 13.800 |     RL | STANCE |  -10.00 |   -9.97 |   -1.25 |  -10.00 |   STANCE |   STANCE
 13.810 |     RL | STANCE |  -10.00 |   -9.98 |   -1.38 |  -10.00 |   STANCE |   STANCE
 13.820 |     RL | STANCE |  -10.00 |   -9.98 |   -1.50 |  -10.00 |   STANCE |   STANCE
 13.830 |     RL | STANCE |  -10.00 |   -9.98 |   -1.62 |  -10.00 |   STANCE |   STANCE
 13.840 |     RL | STANCE |  -10.00 |   -9.98 |   -1.75 |  -10.00 |   STANCE |   STANCE
 13.850 |     RL | STANCE |  -10.00 |   -9.98 |   -1.88 |  -10.00 |   STANCE |   STANCE
 13.860 |     RL | STANCE |  -10.00 |   -9.98 |   -2.00 |  -10.00 |   STANCE |   STANCE
 13.870 |     RL | STANCE |  -10.00 |   -9.98 |   -2.12 |  -10.00 |   STANCE |   STANCE
 13.880 |     RL | STANCE |  -10.00 |   -9.98 |   -2.25 |  -10.00 |   STANCE |   STANCE
 13.890 |     RL | STANCE |  -10.00 |   -9.98 |   -2.38 |  -10.00 |   STANCE |   STANCE
 13.900 |     RL | STANCE |  -10.00 |   -9.98 |   -2.50 |  -10.00 |   STANCE |   STANCE
 13.910 |     RL | STANCE |  -10.00 |   -9.98 |   -2.62 |  -10.00 |   STANCE |   STANCE
 13.920 |     RL | STANCE |  -10.00 |   -9.98 |   -2.75 |  -10.00 |   STANCE |   STANCE
 13.930 |     RL | STANCE |  -10.00 |   -9.98 |   -2.87 |  -10.00 |   STANCE |   STANCE
 13.940 |     RL | STANCE |  -10.00 |   -9.98 |   -2.99 |  -10.00 |   STANCE |   STANCE
 13.950 |     RL | STANCE |  -10.00 |   -9.98 |   -3.10 |  -10.00 |   STANCE |   STANCE
 13.960 |     RL | STANCE |  -10.00 |   -9.98 |   -3.22 |  -10.00 |   STANCE |   STANCE
 13.970 |     RL | STANCE |  -10.00 |   -9.98 |   -3.33 |  -10.00 |   STANCE |   STANCE
 13.980 |     RL | STANCE |  -10.00 |   -9.98 |   -3.44 |  -10.00 |   STANCE |   STANCE
 13.990 |     RL | STANCE |  -10.00 |   -9.98 |   -3.55 |  -10.00 |   STANCE |   STANCE
 14.000 |     RL |  SWING |  -10.00 |   -9.98 |   -3.66 |  -10.00 |   STANCE |   STANCE
 14.010 |     FL |  SWING |   -9.88 |   -9.98 |   -3.77 |  -10.00 |    SWING |   STANCE
 14.020 |     FL |  SWING |   -9.75 |   -9.98 |   -3.87 |  -10.00 |    SWING |   STANCE
 14.030 |     FL |  SWING |   -9.62 |   -9.98 |   -3.97 |  -10.00 |    SWING |   STANCE
 14.040 |     FL |  SWING |   -9.50 |   -9.98 |   -4.07 |  -10.00 |    SWING |   STANCE
 14.050 |     FL |  SWING |   -9.38 |   -9.98 |   -4.17 |  -10.00 |    SWING |   STANCE
 14.060 |     FL |  SWING |   -9.25 |   -9.98 |   -4.27 |  -10.00 |    SWING |   STANCE
 14.070 |     FL |  SWING |   -9.12 |   -9.98 |   -4.36 |  -10.00 |    SWING |   STANCE
 14.080 |     FL |  SWING |   -9.00 |   -9.98 |   -4.46 |  -10.00 |    SWING |   STANCE
 14.090 |     FL |  SWING |   -8.88 |   -9.98 |   -4.55 |  -10.00 |    SWING |   STANCE
 14.100 |     FL |  SWING |   -8.75 |   -9.98 |   -4.64 |  -10.00 |    SWING |   STANCE
 14.110 |     FL |  SWING |   -8.62 |   -9.98 |   -4.73 |  -10.00 |    SWING |   STANCE
 14.120 |     FL |  SWING |   -8.50 |   -9.99 |   -4.82 |  -10.00 |    SWING |   STANCE
 14.130 |     FL |  SWING |   -8.38 |   -9.99 |   -4.91 |  -10.00 |    SWING |   STANCE
 14.140 |     FL |  SWING |   -8.25 |   -9.99 |   -4.99 |  -10.00 |    SWING |   STANCE
 14.150 |     FL |  SWING |   -8.12 |   -9.99 |   -5.07 |  -10.00 |    SWING |   STANCE
 14.160 |     FL |  SWING |   -8.00 |   -9.99 |   -5.16 |  -10.00 |    SWING |   STANCE
 14.170 |     FL |  SWING |   -7.88 |   -9.99 |   -5.24 |  -10.00 |    SWING |   STANCE
 14.180 |     FL |  SWING |   -7.75 |   -9.99 |   -5.32 |  -10.00 |    SWING |   STANCE
 14.190 |     FL |  SWING |   -7.62 |   -9.99 |   -5.39 |  -10.00 |    SWING |   STANCE
 14.200 |     FL |  SWING |   -7.50 |   -9.99 |   -5.47 |  -10.00 |    SWING |   STANCE
 14.210 |     FL |  SWING |   -7.38 |   -9.99 |   -5.55 |  -10.00 |    SWING |   STANCE
 14.220 |     FL |  SWING |   -7.25 |   -9.99 |   -5.62 |  -10.00 |    SWING |   STANCE
 14.230 |     FL |  SWING |   -7.12 |   -9.99 |   -5.69 |  -10.00 |    SWING |   STANCE
 14.240 |     FL |  SWING |   -7.00 |   -9.99 |   -5.76 |  -10.00 |    SWING |   STANCE
 14.250 |     FL |  SWING |   -6.88 |   -9.99 |   -5.83 |  -10.00 |    SWING |   STANCE
 14.260 |     FL |  SWING |   -6.75 |   -9.99 |   -5.91 |  -10.00 |    SWING |   STANCE
 14.270 |     FL |  SWING |   -6.62 |   -9.99 |   -5.97 |  -10.00 |    SWING |   STANCE
 14.280 |     FL |  SWING |   -6.50 |   -9.99 |   -6.04 |  -10.00 |    SWING |   STANCE
 14.290 |     FL |  SWING |   -6.38 |   -9.99 |   -6.11 |  -10.00 |    SWING |   STANCE
 14.300 |     FL |  SWING |   -6.25 |   -9.99 |   -6.17 |  -10.00 |    SWING |   STANCE
 14.310 |     FL |  SWING |   -6.12 |   -9.99 |   -6.24 |  -10.00 |    SWING |   STANCE
 14.320 |     FL |  SWING |   -6.00 |   -9.99 |   -6.30 |  -10.00 |    SWING |   STANCE
 14.330 |     FL |  SWING |   -5.88 |   -9.99 |   -6.36 |  -10.00 |    SWING |   STANCE
 14.340 |     FL |  SWING |   -5.75 |   -9.99 |   -6.42 |  -10.00 |    SWING |   STANCE
 14.350 |     FL |  SWING |   -5.62 |   -9.99 |   -6.48 |  -10.00 |    SWING |   STANCE
 14.360 |     FL |  SWING |   -5.50 |   -9.99 |   -6.54 |  -10.00 |    SWING |   STANCE
 14.370 |     FL |  SWING |   -5.38 |   -9.99 |   -6.60 |  -10.00 |    SWING |   STANCE
 14.380 |     FL |  SWING |   -5.25 |   -9.99 |   -6.65 |  -10.00 |    SWING |   STANCE
 14.390 |     FL |  SWING |   -5.12 |   -9.99 |   -6.71 |  -10.00 |    SWING |   STANCE
 14.400 |     FL |  SWING |   -5.00 |   -9.99 |   -6.76 |  -10.00 |    SWING |   STANCE
 14.410 |     FL |  SWING |   -4.88 |   -9.99 |   -6.82 |  -10.00 |    SWING |   STANCE
 14.420 |     FL |  SWING |   -4.75 |   -9.99 |   -6.87 |  -10.00 |    SWING |   STANCE
 14.430 |     FL |  SWING |   -4.62 |   -9.99 |   -6.92 |  -10.00 |    SWING |   STANCE
 14.440 |     FL |  SWING |   -4.50 |   -9.99 |   -6.97 |  -10.00 |    SWING |   STANCE
 14.450 |     FL |  SWING |   -4.38 |   -9.99 |   -7.02 |  -10.00 |    SWING |   STANCE
 14.460 |     FL |  SWING |   -4.25 |   -9.99 |   -7.07 |  -10.00 |    SWING |   STANCE
 14.470 |     FL |  SWING |   -4.12 |   -9.99 |   -7.12 |  -10.00 |    SWING |   STANCE
 14.480 |     FL |  SWING |   -4.00 |   -9.99 |   -7.17 |  -10.00 |    SWING |   STANCE
 14.490 |     FL |  SWING |   -3.88 |   -9.99 |   -7.22 |  -10.00 |    SWING |   STANCE
 14.500 |     FL |  SWING |   -3.75 |   -9.99 |   -7.26 |  -10.00 |    SWING |   STANCE
 14.510 |     FL |  SWING |   -3.62 |   -9.99 |   -7.31 |  -10.00 |    SWING |   STANCE
 14.520 |     FL |  SWING |   -3.50 |   -9.99 |   -7.35 |  -10.00 |    SWING |   STANCE
 14.530 |     FL |  SWING |   -3.38 |   -9.99 |   -7.40 |  -10.00 |    SWING |   STANCE
 14.540 |     FL |  SWING |   -3.25 |   -9.99 |   -7.44 |  -10.00 |    SWING |   STANCE
 14.550 |     FL |  SWING |   -3.12 |   -9.99 |   -7.49 |  -10.00 |    SWING |   STANCE
 14.560 |     FL |  SWING |   -3.00 |   -9.99 |   -7.53 |  -10.00 |    SWING |   STANCE
 14.570 |     FL |  SWING |   -2.88 |   -9.99 |   -7.57 |  -10.00 |    SWING |   STANCE
 14.580 |     FL |  SWING |   -2.75 |   -9.99 |   -7.61 |  -10.00 |    SWING |   STANCE
 14.590 |     FL |  SWING |   -2.62 |   -9.99 |   -7.65 |  -10.00 |    SWING |   STANCE
 14.600 |     FL |  SWING |   -2.50 |   -9.99 |   -7.69 |  -10.00 |    SWING |   STANCE
 14.610 |     FL |  SWING |   -2.38 |   -9.99 |   -7.73 |  -10.00 |    SWING |   STANCE
 14.620 |     FL |  SWING |   -2.25 |   -9.99 |   -7.76 |  -10.00 |    SWING |   STANCE
 14.630 |     FL |  SWING |   -2.12 |   -9.99 |   -7.80 |  -10.00 |    SWING |   STANCE
 14.640 |     FL |  SWING |   -2.00 |   -9.99 |   -7.84 |  -10.00 |    SWING |   STANCE
 14.650 |     FL |  SWING |   -1.88 |   -9.99 |   -7.87 |  -10.00 |    SWING |   STANCE
 14.660 |     FL |  SWING |   -1.75 |   -9.99 |   -7.91 |  -10.00 |    SWING |   STANCE
 14.670 |     FL |  SWING |   -1.62 |   -9.99 |   -7.94 |  -10.00 |    SWING |   STANCE
 14.680 |     FL |  SWING |   -1.50 |   -9.99 |   -7.98 |  -10.00 |    SWING |   STANCE
 14.690 |     FL |  SWING |   -1.38 |   -9.99 |   -8.01 |  -10.00 |    SWING |   STANCE
 14.700 |     FL |  SWING |   -1.25 |   -9.99 |   -8.04 |  -10.00 |    SWING |   STANCE
 14.710 |     FL |  SWING |   -1.12 |   -9.99 |   -8.08 |  -10.00 |    SWING |   STANCE
 14.720 |     FL |  SWING |   -1.00 |   -9.99 |   -8.11 |  -10.00 |    SWING |   STANCE
 14.730 |     FL |  SWING |   -0.88 |   -9.99 |   -8.14 |  -10.00 |    SWING |   STANCE
 14.740 |     FL |  SWING |   -0.75 |   -9.99 |   -8.17 |  -10.00 |    SWING |   STANCE
 14.750 |     FL |  SWING |   -0.62 |   -9.99 |   -8.20 |  -10.00 |    SWING |   STANCE
 14.760 |     FL |  SWING |   -0.50 |   -9.99 |   -8.23 |  -10.00 |    SWING |   STANCE
 14.770 |     FL |  SWING |   -0.38 |   -9.99 |   -8.26 |  -10.00 |    SWING |   STANCE
 14.780 |     FL |  SWING |   -0.25 |   -9.99 |   -8.29 |  -10.00 |    SWING |   STANCE
 14.790 |     FL |  SWING |   -0.12 |   -9.99 |   -8.32 |  -10.00 |    SWING |   STANCE
 14.800 |     FL |  SWING |    0.00 |   -9.99 |   -8.35 |  -10.00 |    SWING |   STANCE
 14.810 |     FL |  SWING |    0.12 |   -9.99 |   -8.38 |  -10.00 |    SWING |   STANCE
 14.820 |     FL |  SWING |    0.25 |  -10.00 |   -8.40 |  -10.00 |    SWING |   STANCE
 14.830 |     FL |  SWING |    0.38 |  -10.00 |   -8.43 |  -10.00 |    SWING |   STANCE
 14.840 |     FL |  SWING |    0.50 |  -10.00 |   -8.46 |  -10.00 |    SWING |   STANCE
 14.850 |     FL |  SWING |    0.62 |  -10.00 |   -8.48 |  -10.00 |    SWING |   STANCE
 14.860 |     FL |  SWING |    0.75 |  -10.00 |   -8.51 |  -10.00 |    SWING |   STANCE
 14.870 |     FL |  SWING |    0.88 |  -10.00 |   -8.53 |  -10.00 |    SWING |   STANCE
 14.880 |     FL |  SWING |    1.00 |  -10.00 |   -8.55 |  -10.00 |    SWING |   STANCE
 14.890 |     FL |  SWING |    1.12 |  -10.00 |   -8.58 |  -10.00 |    SWING |   STANCE
 14.900 |     FL |  SWING |    1.25 |  -10.00 |   -8.60 |  -10.00 |    SWING |   STANCE
 14.910 |     FL |  SWING |    1.38 |  -10.00 |   -8.63 |  -10.00 |    SWING |   STANCE
 14.920 |     FL |  SWING |    1.50 |  -10.00 |   -8.65 |  -10.00 |    SWING |   STANCE
 14.930 |     FL |  SWING |    1.62 |  -10.00 |   -8.67 |  -10.00 |    SWING |   STANCE
 14.940 |     FL |  SWING |    1.75 |  -10.00 |   -8.69 |  -10.00 |    SWING |   STANCE
 14.950 |     FL |  SWING |    1.88 |  -10.00 |   -8.72 |  -10.00 |    SWING |   STANCE
 14.960 |     FL |  SWING |    2.00 |  -10.00 |   -8.74 |  -10.00 |    SWING |   STANCE
 14.970 |     FL |  SWING |    2.12 |  -10.00 |   -8.76 |  -10.00 |    SWING |   STANCE
 14.980 |     FL |  SWING |    2.25 |  -10.00 |   -8.78 |  -10.00 |    SWING |   STANCE
 14.990 |     FL |  SWING |    2.38 |  -10.00 |   -8.80 |  -10.00 |    SWING |   STANCE
 15.000 |     FL |  SWING |    2.50 |  -10.00 |   -8.82 |  -10.00 |    SWING |   STANCE
 15.010 |     FL |  SWING |    2.62 |  -10.00 |   -8.84 |  -10.00 |    SWING |   STANCE
 15.020 |     FL |  SWING |    2.75 |  -10.00 |   -8.86 |  -10.00 |    SWING |   STANCE
 15.030 |     FL |  SWING |    2.88 |  -10.00 |   -8.88 |  -10.00 |    SWING |   STANCE
 15.040 |     FL |  SWING |    3.00 |  -10.00 |   -8.90 |  -10.00 |    SWING |   STANCE
 15.050 |     FL |  SWING |    3.12 |  -10.00 |   -8.91 |  -10.00 |    SWING |   STANCE
 15.060 |     FL |  SWING |    3.25 |  -10.00 |   -8.93 |  -10.00 |    SWING |   STANCE
 15.070 |     FL |  SWING |    3.38 |  -10.00 |   -8.95 |  -10.00 |    SWING |   STANCE
 15.080 |     FL |  SWING |    3.50 |  -10.00 |   -8.97 |  -10.00 |    SWING |   STANCE
 15.090 |     FL |  SWING |    3.62 |  -10.00 |   -8.98 |  -10.00 |    SWING |   STANCE
 15.100 |     FL |  SWING |    3.75 |  -10.00 |   -9.00 |  -10.00 |    SWING |   STANCE
 15.110 |     FL |  SWING |    3.88 |  -10.00 |   -9.02 |  -10.00 |    SWING |   STANCE
 15.120 |     FL |  SWING |    4.00 |  -10.00 |   -9.04 |  -10.00 |    SWING |   STANCE
 15.130 |     FL |  SWING |    4.12 |  -10.00 |   -9.05 |  -10.00 |    SWING |   STANCE
 15.140 |     FL |  SWING |    4.25 |  -10.00 |   -9.07 |  -10.00 |    SWING |   STANCE
 15.150 |     FL |  SWING |    4.38 |  -10.00 |   -9.08 |  -10.00 |    SWING |   STANCE
 15.160 |     FL |  SWING |    4.50 |  -10.00 |   -9.10 |  -10.00 |    SWING |   STANCE
 15.170 |     FL |  SWING |    4.62 |  -10.00 |   -9.11 |  -10.00 |    SWING |   STANCE
 15.180 |     FL |  SWING |    4.75 |  -10.00 |   -9.13 |  -10.00 |    SWING |   STANCE
 15.190 |     FL |  SWING |    4.88 |  -10.00 |   -9.14 |  -10.00 |    SWING |   STANCE
 15.200 |     FL |  SWING |    5.00 |  -10.00 |   -9.16 |  -10.00 |    SWING |   STANCE
 15.210 |     FL |  SWING |    5.12 |  -10.00 |   -9.17 |  -10.00 |    SWING |   STANCE
 15.220 |     FL |  SWING |    5.25 |  -10.00 |   -9.18 |  -10.00 |    SWING |   STANCE
 15.230 |     FL |  SWING |    5.38 |  -10.00 |   -9.20 |  -10.00 |    SWING |   STANCE
 15.240 |     FL |  SWING |    5.50 |  -10.00 |   -9.21 |  -10.00 |    SWING |   STANCE
 15.250 |     FL |  SWING |    5.62 |  -10.00 |   -9.22 |  -10.00 |    SWING |   STANCE
 15.260 |     FL |  SWING |    5.75 |  -10.00 |   -9.24 |  -10.00 |    SWING |   STANCE
 15.270 |     FL |  SWING |    5.88 |  -10.00 |   -9.25 |  -10.00 |    SWING |   STANCE
 15.280 |     FL |  SWING |    6.00 |  -10.00 |   -9.26 |  -10.00 |    SWING |   STANCE
