TASK 3 - PHASE 2: CRAWL GAIT COORDINATION LOG
Sequence: FL -> RR -> FR -> RL
==========================================================================================

   Time | Active |  Phase |  FL_hip |  FR_hip |  RL_hip |  RR_hip | FL_phase | RR_phase
  2.610 |     FL | STANCE |    7.38 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.620 |     FL | STANCE |    7.25 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.630 |     FL | STANCE |    7.12 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.640 |     FL | STANCE |    7.00 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.650 |     FL | STANCE |    6.88 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.660 |     FL | STANCE |    6.75 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.670 |     FL | STANCE |    6.62 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.680 |     FL | STANCE |    6.50 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.690 |     FL | STANCE |    6.38 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.700 |     FL | STANCE |    6.25 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.710 |     FL | STANCE |    6.12 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.720 |     FL | STANCE |    6.00 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.730 |     FL | STANCE |    5.88 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.740 |     FL | STANCE |    5.75 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.750 |     FL | STANCE |    5.62 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.760 |     FL | STANCE |    5.50 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.770 |     FL | STANCE |    5.38 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.780 |     FL | STANCE |    5.25 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.790 |     FL | STANCE |    5.12 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.800 |     FL | STANCE |    5.00 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.810 |     FL | STANCE |    4.88 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.820 |     FL | STANCE |    4.75 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.830 |     FL | STANCE |    4.62 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.840 |     FL | STANCE |    4.50 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.850 |     FL | STANCE |    4.38 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.860 |     FL | STANCE |    4.25 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.870 |     FL | STANCE |    4.12 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.880 |     FL | STANCE |    4.00 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.890 |     FL | STANCE |    3.88 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.900 |     FL | STANCE |    3.75 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.910 |     FL | STANCE |    3.62 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.920 |     FL | STANCE |    3.50 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.930 |     FL | STANCE |    3.38 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.940 |     FL | STANCE |    3.25 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.950 |     FL | STANCE |    3.12 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.960 |     FL | STANCE |    3.00 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.970 |     FL | STANCE |    2.88 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.980 |     FL | STANCE |    2.75 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.990 |     FL | STANCE |    2.62 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  3.000 |     FL | STANCE |    2.50 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  3.010 |     FL | STANCE |    2.38 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  3.020 |     FL | STANCE |    2.25 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  3.030 |     FL | STANCE |    2.12 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  3.040 |     FL | STANCE |    2.00 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  3.050 |     FL | STANCE |    1.88 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  3.060 |     FL | STANCE |    1.75 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  3.070 |     FL | STANCE |    1.62 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  3.080 |     FL | STANCE |    1.50 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  3.090 |     FL | STANCE |    1.38 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  3.100 |     FL | STANCE |    1.25 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  3.110 |     FL | STANCE |    1.12 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  3.120 |     FL | STANCE |    1.00 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  3.130 |     FL | STANCE |    0.88 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  3.140 |     FL | STANCE |    0.75 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  3.150 |     FL | STANCE |    0.62 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  3.160 |     FL | STANCE |    0.50 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  3.170 |     FL | STANCE |    0.38 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  3.180 |     FL | STANCE |    0.25 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  3.190 |     FL | STANCE |    0.12 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  3.200 |     FL | STANCE |    0.00 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  3.210 |     FL | STANCE |   -0.12 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  3.220 |     FL | STANCE |   -0.25 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  3.230 |     FL | STANCE |   -0.38 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  3.240 |     FL | STANCE |   -0.50 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  3.250 |     FL | STANCE |   -0.62 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  3.260 |     FL | STANCE |   -0.75 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  3.270 |     FL | STANCE |   -0.88 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  3.280 |     FL | STANCE |   -1.00 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  3.290 |     FL | STANCE |   -1.12 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  3.300 |     FL | STANCE |   -1.25 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  3.310 |     FL | STANCE |   -1.38 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  3.320 |     FL | STANCE |   -1.50 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  3.330 |     FL | STANCE |   -1.62 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  3.340 |     FL | STANCE |   -1.75 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  3.350 |     FL | STANCE |   -1.88 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  3.360 |     FL | STANCE |   -2.00 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  3.370 |     FL | STANCE |   -2.12 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  3.380 |     FL | STANCE |   -2.25 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  3.390 |     FL | STANCE |   -2.38 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  3.400 |     FL | STANCE |   -2.50 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  3.410 |     FL | STANCE |   -2.62 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  3.420 |     FL | STANCE |   -2.75 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  3.430 |     FL | STANCE |   -2.87 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  3.440 |     FL | STANCE |   -2.99 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  3.450 |     FL | STANCE |   -3.10 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  3.460 |     FL | STANCE |   -3.22 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  3.470 |     FL | STANCE |   -3.33 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  3.480 |     FL | STANCE |   -3.44 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  3.490 |     FL | STANCE |   -3.55 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  3.500 |     FL |  SWING |   -3.66 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  3.510 |     RR |  SWING |   -3.77 |  -10.00 |  -10.00 |   -9.88 |   STANCE |    SWING
  3.520 |     RR |  SWING |   -3.87 |  -10.00 |  -10.00 |   -9.75 |   STANCE |    SWING
  3.530 |     RR |  SWING |   -3.97 |  -10.00 |  -10.00 |   -9.62 |   STANCE |    SWING
  3.540 |     RR |  SWING |   -4.07 |  -10.00 |  -10.00 |   -9.50 |   STANCE |    SWING
  3.550 |     RR |  SWING |   -4.17 |  -10.00 |  -10.00 |   -9.38 |   STANCE |    SWING
  3.560 |     RR |  SWING |   -4.27 |  -10.00 |  -10.00 |   -9.25 |   STANCE |    SWING
  3.570 |     RR |  SWING |   -4.36 |  -10.00 |  -10.00 |   -9.12 |   STANCE |    SWING
  3.580 |     RR |  SWING |   -4.46 |  -10.00 |  -10.00 |   -9.00 |   STANCE |    SWING
  3.590 |     RR |  SWING |   -4.55 |  -10.00 |  -10.00 |   -8.88 |   STANCE |    SWING
  3.600 |     RR |  SWING |   -4.64 |  -10.00 |  -10.00 |   -8.75 |   STANCE |    SWING
  3.610 |     RR |  SWING |   -4.73 |  -10.00 |  -10.00 |   -8.62 |   STANCE |    SWING
  3.620 |     RR |  SWING |   -4.82 |  -10.00 |  -10.00 |   -8.50 |   STANCE |    SWING
  3.630 |     RR |  SWING |   -4.91 |  -10.00 |  -10.00 |   -8.38 |   STANCE |    SWING
  3.640 |     RR |  SWING |   -4.99 |  -10.00 |  -10.00 |   -8.25 |   STANCE |    SWING
  3.650 |     RR |  SWING |   -5.07 |  -10.00 |  -10.00 |   -8.12 |   STANCE |    SWING
  3.660 |     RR |  SWING |   -5.16 |  -10.00 |  -10.00 |   -8.00 |   STANCE |    SWING
  3.670 |     RR |  SWING |   -5.24 |  -10.00 |  -10.00 |   -7.88 |   STANCE |    SWING
  3.680 |     RR |  SWING |   -5.32 |  -10.00 |  -10.00 |   -7.75 |   STANCE |    SWING
  3.690 |     RR |  SWING |   -5.39 |  -10.00 |  -10.00 |   -7.62 |   STANCE |    SWING
  3.700 |     RR |  SWING |   -5.47 |  -10.00 |  -10.00 |   -7.50 |   STANCE |    SWING
  3.710 |     RR |  SWING |   -5.55 |  -10.00 |  -10.00 |   -7.38 |   STANCE |    SWING
  3.720 |     RR |  SWING |   -5.62 |  -10.00 |  -10.00 |   -7.25 |   STANCE |    SWING
  3.730 |     RR |  SWING |   -5.69 |  -10.00 |  -10.00 |   -7.12 |   STANCE |    SWING
  3.740 |     RR |  SWING |   -5.76 |  -10.00 |  -10.00 |   -7.00 |   STANCE |    SWING
  3.750 |     RR |  SWING |   -5.83 |  -10.00 |  -10.00 |   -6.88 |   STANCE |    SWING
  3.760 |     RR |  SWING |   -5.91 |  -10.00 |  -10.00 |   -6.75 |   STANCE |    SWING
  3.770 |     RR |  SWING |   -5.97 |  -10.00 |  -10.00 |   -6.62 |   STANCE |    SWING
  3.780 |     RR |  SWING |   -6.04 |  -10.00 |  -10.00 |   -6.50 |   STANCE |    SWING
  3.790 |     RR |  SWING |   -6.11 |  -10.00 |  -10.00 |   -6.38 |   STANCE |    SWING
  3.800 |     RR |  SWING |   -6.17 |  -10.00 |  -10.00 |   -6.25 |   STANCE |    SWING
  3.810 |     RR |  SWING |   -6.24 |  -10.00 |  -10.00 |   -6.12 |   STANCE |    SWING
  3.820 |     RR |  SWING |   -6.30 |  -10.00 |  -10.00 |   -6.00 |   STANCE |    SWING
  3.830 |     RR |  SWING |   -6.36 |  -10.00 |  -10.00 |   -5.88 |   STANCE |    SWING
  3.840 |     RR |  SWING |   -6.42 |  -10.00 |  -10.00 |   -5.75 |   STANCE |    SWING
  3.850 |     RR |  SWING |   -6.48 |  -10.00 |  -10.00 |   -5.62 |   STANCE |    SWING
  3.860 |     RR |  SWING |   -6.54 |  -10.00 |  -10.00 |   -5.50 |   STANCE |    SWING
  3.870 |     RR |  SWING |   -6.60 |  -10.00 |  -10.00 |   -5.38 |   STANCE |    SWING
  3.880 |     RR |  SWING |   -6.65 |  -10.00 |  -10.00 |   -5.25 |   STANCE |    SWING
  3.890 |     RR |  SWING |   -6.71 |  -10.00 |  -10.00 |   -5.12 |   STANCE |    SWING
  3.900 |     RR |  SWING |   -6.76 |  -10.00 |  -10.00 |   -5.00 |   STANCE |    SWING
  3.910 |     RR |  SWING |   -6.82 |  -10.00 |  -10.00 |   -4.88 |   STANCE |    SWING
  3.920 |     RR |  SWING |   -6.87 |  -10.00 |  -10.00 |   -4.75 |   STANCE |    SWING
  3.930 |     RR |  SWING |   -6.92 |  -10.00 |  -10.00 |   -4.62 |   STANCE |    SWING
  3.940 |     RR |  SWING |   -6.97 |  -10.00 |  -10.00 |   -4.50 |   STANCE |    SWING
  3.950 |     RR |  SWING |   -7.02 |  -10.00 |  -10.00 |   -4.38 |   STANCE |    SWING
  3.960 |     RR |  SWING |   -7.07 |  -10.00 |  -10.00 |   -4.25 |   STANCE |    SWING
  3.970 |     RR |  SWING |   -7.12 |  -10.00 |  -10.00 |   -4.12 |   STANCE |    SWING
  3.980 |     RR |  SWING |   -7.17 |  -10.00 |  -10.00 |   -4.00 |   STANCE |    SWING
  3.990 |     RR |  SWING |   -7.22 |  -10.00 |  -10.00 |   -3.88 |   STANCE |    SWING
  4.000 |     RR |  SWING |   -7.26 |  -10.00 |  -10.00 |   -3.75 |   STANCE |    SWING
  4.010 |     RR |  SWING |   -7.31 |  -10.00 |  -10.00 |   -3.62 |   STANCE |    SWING
  4.020 |     RR |  SWING |   -7.35 |  -10.00 |  -10.00 |   -3.50 |   STANCE |    SWING
  4.030 |     RR |  SWING |   -7.40 |  -10.00 |  -10.00 |   -3.38 |   STANCE |    SWING
  4.040 |     RR |  SWING |   -7.44 |  -10.00 |  -10.00 |   -3.25 |   STANCE |    SWING
  4.050 |     RR |  SWING |   -7.49 |  -10.00 |  -10.00 |   -3.12 |   STANCE |    SWING
  4.060 |     RR |  SWING |   -7.53 |  -10.00 |  -10.00 |   -3.00 |   STANCE |    SWING
  4.070 |     RR |  SWING |   -7.57 |  -10.00 |  -10.00 |   -2.88 |   STANCE |    SWING
  4.080 |     RR |  SWING |   -7.61 |  -10.00 |  -10.00 |   -2.75 |   STANCE |    SWING
  4.090 |     RR |  SWING |   -7.65 |  -10.00 |  -10.00 |   -2.62 |   STANCE |    SWING
  4.100 |     RR |  SWING |   -7.69 |  -10.00 |  -10.00 |   -2.50 |   STANCE |    SWING
  4.110 |     RR |  SWING |   -7.73 |  -10.00 |  -10.00 |   -2.38 |   STANCE |    SWING
  4.120 |     RR |  SWING |   -7.76 |  -10.00 |  -10.00 |   -2.25 |   STANCE |    SWING
  4.130 |     RR |  SWING |   -7.80 |  -10.00 |  -10.00 |   -2.12 |   STANCE |    SWING
  4.140 |     RR |  SWING |   -7.84 |  -10.00 |  -10.00 |   -2.00 |   STANCE |    SWING
  4.150 |     RR |  SWING |   -7.87 |  -10.00 |  -10.00 |   -1.88 |   STANCE |    SWING
  4.160 |     RR |  SWING |   -7.91 |  -10.00 |  -10.00 |   -1.75 |   STANCE |    SWING
  4.170 |     RR |  SWING |   -7.94 |  -10.00 |  -10.00 |   -1.62 |   STANCE |    SWING
  4.180 |     RR |  SWING |   -7.98 |  -10.00 |  -10.00 |   -1.50 |   STANCE |    SWING
  4.190 |     RR |  SWING |   -8.01 |  -10.00 |  -10.00 |   -1.38 |   STANCE |    SWING
  4.200 |     RR |  SWING |   -8.04 |  -10.00 |  -10.00 |   -1.25 |   STANCE |    SWING
  4.210 |     RR |  SWING |   -8.08 |  -10.00 |  -10.00 |   -1.12 |   STANCE |    SWING
  4.220 |     RR |  SWING |   -8.11 |  -10.00 |  -10.00 |   -1.00 |   STANCE |    SWING
  4.230 |     RR |  SWING |   -8.14 |  -10.00 |  -10.00 |   -0.88 |   STANCE |    SWING
  4.240 |     RR |  SWING |   -8.17 |  -10.00 |  -10.00 |   -0.75 |   STANCE |    SWING
  4.250 |     RR |  SWING |   -8.20 |  -10.00 |  -10.00 |   -0.62 |   STANCE |    SWING
  4.260 |     RR |  SWING |   -8.23 |  -10.00 |  -10.00 |   -0.50 |   STANCE |    SWING
  4.270 |     RR |  SWING |   -8.26 |  -10.00 |  -10.00 |   -0.38 |   STANCE |    SWING
  4.280 |     RR |  SWING |   -8.29 |  -10.00 |  -10.00 |   -0.25 |   STANCE |    SWING
  4.290 |     RR |  SWING |   -8.32 |  -10.00 |  -10.00 |   -0.12 |   STANCE |    SWING
  4.300 |     RR |  SWING |   -8.35 |  -10.00 |  -10.00 |    0.00 |   STANCE |    SWING
  4.310 |     RR |  SWING |   -8.38 |  -10.00 |  -10.00 |    0.12 |   STANCE |    SWING
  4.320 |     RR |  SWING |   -8.40 |  -10.00 |  -10.00 |    0.25 |   STANCE |    SWING
  4.330 |     RR |  SWING |   -8.43 |  -10.00 |  -10.00 |    0.38 |   STANCE |    SWING
  4.340 |     RR |  SWING |   -8.46 |  -10.00 |  -10.00 |    0.50 |   STANCE |    SWING
  4.350 |     RR |  SWING |   -8.48 |  -10.00 |  -10.00 |    0.62 |   STANCE |    SWING
  4.360 |     RR |  SWING |   -8.51 |  -10.00 |  -10.00 |    0.75 |   STANCE |    SWING
  4.370 |     RR |  SWING |   -8.53 |  -10.00 |  -10.00 |    0.88 |   STANCE |    SWING
  4.380 |     RR |  SWING |   -8.55 |  -10.00 |  -10.00 |    1.00 |   STANCE |    SWING
  4.390 |     RR |  SWING |   -8.58 |  -10.00 |  -10.00 |    1.12 |   STANCE |    SWING
  4.400 |     RR |  SWING |   -8.60 |  -10.00 |  -10.00 |    1.25 |   STANCE |    SWING
  4.410 |     RR |  SWING |   -8.63 |  -10.00 |  -10.00 |    1.38 |   STANCE |    SWING
  4.420 |     RR |  SWING |   -8.65 |  -10.00 |  -10.00 |    1.50 |   STANCE |    SWING
  4.430 |     RR |  SWING |   -8.67 |  -10.00 |  -10.00 |    1.62 |   STANCE |    SWING
  4.440 |     RR |  SWING |   -8.69 |  -10.00 |  -10.00 |    1.75 |   STANCE |    SWING
  4.450 |     RR |  SWING |   -8.72 |  -10.00 |  -10.00 |    1.88 |   STANCE |    SWING
  4.460 |     RR |  SWING |   -8.74 |  -10.00 |  -10.00 |    2.00 |   STANCE |    SWING
  4.470 |     RR |  SWING |   -8.76 |  -10.00 |  -10.00 |    2.12 |   STANCE |    SWING
  4.480 |     RR |  SWING |   -8.78 |  -10.00 |  -10.00 |    2.25 |   STANCE |    SWING
  4.490 |     RR |  SWING |   -8.80 |  -10.00 |  -10.00 |    2.38 |   STANCE |    SWING
  4.500 |     RR |  SWING |   -8.82 |  -10.00 |  -10.00 |    2.50 |   STANCE |    SWING
  4.510 |     RR |  SWING |   -8.84 |  -10.00 |  -10.00 |    2.62 |   STANCE |    SWING
  4.520 |     RR |  SWING |   -8.86 |  -10.00 |  -10.00 |    2.75 |   STANCE |    SWING
  4.530 |     RR |  SWING |   -8.88 |  -10.00 |  -10.00 |    2.88 |   STANCE |    SWING
  4.540 |     RR |  SWING |   -8.90 |  -10.00 |  -10.00 |    3.00 |   STANCE |    SWING
  4.550 |     RR |  SWING |   -8.91 |  -10.00 |  -10.00 |    3.12 |   STANCE |    SWING
  4.560 |     RR |  SWING |   -8.93 |  -10.00 |  -10.00 |    3.25 |   STANCE |    SWING
  4.570 |     RR |  SWING |   -8.95 |  -10.00 |  -10.00 |    3.38 |   STANCE |    SWING
  4.580 |     RR |  SWING |   -8.97 |  -10.00 |  -10.00 |    3.50 |   STANCE |    SWING
  4.590 |     RR |  SWING |   -8.98 |  -10.00 |  -10.00 |    3.62 |   STANCE |    SWING
  4.600 |     RR |  SWING |   -9.00 |  -10.00 |  -10.00 |    3.75 |   STANCE |    SWING
  4.610 |     RR |  SWING |   -9.02 |  -10.00 |  -10.00 |    3.88 |   STANCE |    SWING
  4.620 |     RR |  SWING |   -9.04 |  -10.00 |  -10.00 |    4.00 |   STANCE |    SWING
  4.630 |     RR |  SWING |   -9.05 |  -10.00 |  -10.00 |    4.12 |   STANCE |    SWING
  4.640 |     RR |  SWING |   -9.07 |  -10.00 |  -10.00 |    4.25 |   STANCE |    SWING
  4.650 |     RR |  SWING |   -9.08 |  -10.00 |  -10.00 |    4.38 |   STANCE |    SWING
  4.660 |     RR |  SWING |   -9.10 |  -10.00 |  -10.00 |    4.50 |   STANCE |    SWING
  4.670 |     RR |  SWING |   -9.11 |  -10.00 |  -10.00 |    4.62 |   STANCE |    SWING
  4.680 |     RR |  SWING |   -9.13 |  -10.00 |  -10.00 |    4.75 |   STANCE |    SWING
  4.690 |     RR |  SWING |   -9.14 |  -10.00 |  -10.00 |    4.88 |   STANCE |    SWING
  4.700 |     RR |  SWING |   -9.16 |  -10.00 |  -10.00 |    5.00 |   STANCE |    SWING
  4.710 |     RR |  SWING |   -9.17 |  -10.00 |  -10.00 |    5.12 |   STANCE |    SWING
  4.720 |     RR |  SWING |   -9.18 |  -10.00 |  -10.00 |    5.25 |   STANCE |    SWING
  4.730 |     RR |  SWING |   -9.20 |  -10.00 |  -10.00 |    5.38 |   STANCE |    SWING
  4.740 |     RR |  SWING |   -9.21 |  -10.00 |  -10.00 |    5.50 |   STANCE |    SWING
  4.750 |     RR |  SWING |   -9.22 |  -10.00 |  -10.00 |    5.62 |   STANCE |    SWING
  4.760 |     RR |  SWING |   -9.24 |  -10.00 |  -10.00 |    5.75 |   STANCE |    SWING
  4.770 |     RR |  SWING |   -9.25 |  -10.00 |  -10.00 |    5.88 |   STANCE |    SWING
  4.780 |     RR |  SWING |   -9.26 |  -10.00 |  -10.00 |    6.00 |   STANCE |    SWING
  4.790 |     RR |  SWING |   -9.28 |  -10.00 |  -10.00 |    6.12 |   STANCE |    SWING
  4.800 |     RR |  SWING |   -9.29 |  -10.00 |  -10.00 |    6.25 |   STANCE |    SWING
  4.810 |     RR |  SWING |   -9.30 |  -10.00 |  -10.00 |    6.38 |   STANCE |    SWING
  4.820 |     RR |  SWING |   -9.31 |  -10.00 |  -10.00 |    6.50 |   STANCE |    SWING
  4.830 |     RR |  SWING |   -9.32 |  -10.00 |  -10.00 |    6.62 |   STANCE |    SWING
  4.840 |     RR |  SWING |   -9.33 |  -10.00 |  -10.00 |    6.75 |   STANCE |    SWING
  4.850 |     RR |  SWING |   -9.34 |  -10.00 |  -10.00 |    6.88 |   STANCE |    SWING
  4.860 |     RR |  SWING |   -9.36 |  -10.00 |  -10.00 |    7.00 |   STANCE |    SWING
  4.870 |     RR |  SWING |   -9.37 |  -10.00 |  -10.00 |    7.12 |   STANCE |    SWING
  4.880 |     RR |  SWING |   -9.38 |  -10.00 |  -10.00 |    7.25 |   STANCE |    SWING
  4.890 |     RR |  SWING |   -9.39 |  -10.00 |  -10.00 |    7.38 |   STANCE |    SWING
  4.900 |     RR |  SWING |   -9.40 |  -10.00 |  -10.00 |    7.50 |   STANCE |    SWING
  4.910 |     RR |  SWING |   -9.41 |  -10.00 |  -10.00 |    7.62 |   STANCE |    SWING
  4.920 |     RR |  SWING |   -9.42 |  -10.00 |  -10.00 |    7.75 |   STANCE |    SWING
  4.930 |     RR |  SWING |   -9.43 |  -10.00 |  -10.00 |    7.88 |   STANCE |    SWING
  4.940 |     RR |  SWING |   -9.44 |  -10.00 |  -10.00 |    8.00 |   STANCE |    SWING
  4.950 |     RR |  SWING |   -9.45 |  -10.00 |  -10.00 |    8.12 |   STANCE |    SWING
  4.960 |     RR |  SWING |   -9.46 |  -10.00 |  -10.00 |    8.25 |   STANCE |    SWING
  4.970 |     RR |  SWING |   -9.46 |  -10.00 |  -10.00 |    8.38 |   STANCE |    SWING
  4.980 |     RR |  SWING |   -9.47 |  -10.00 |  -10.00 |    8.50 |   STANCE |    SWING
  4.990 |     RR |  SWING |   -9.48 |  -10.00 |  -10.00 |    8.62 |   STANCE |    SWING
  5.000 |     RR |  SWING |   -9.49 |  -10.00 |  -10.00 |    8.75 |   STANCE |    SWING
  5.010 |     RR |  SWING |   -9.50 |  -10.00 |  -10.00 |    8.88 |   STANCE |    SWING
  5.020 |     RR |  SWING |   -9.51 |  -10.00 |  -10.00 |    9.00 |   STANCE |    SWING
  5.030 |     RR |  SWING |   -9.52 |  -10.00 |  -10.00 |    9.12 |   STANCE |    SWING
  5.040 |     RR |  SWING |   -9.52 |  -10.00 |  -10.00 |    9.25 |   STANCE |    SWING
