TASK 2 - PHASE 6: FAILURE PROPAGATION LOG
System-level failure simulation across hip + knee
=====================================================================================

SCENARIO: Healthy
   Time |     Hip |    Knee |   FootX |   FootY |   Temp |         HipFail |     KneeFail
  0.900 |   11.25 |   16.20 |  0.8454 |  0.2819 |  32.2C |        WARM_32C |           OK
  0.910 |   11.38 |   16.38 |  0.8442 |  0.2849 |  32.3C |        WARM_32C |           OK
  0.920 |   11.50 |   16.56 |  0.8429 |  0.2878 |  32.4C |        WARM_32C |           OK
  0.930 |   11.62 |   16.74 |  0.8417 |  0.2908 |  32.4C |        WARM_32C |           OK
  0.940 |   11.75 |   16.92 |  0.8405 |  0.2937 |  32.5C |        WARM_33C |           OK
  0.950 |   11.88 |   17.10 |  0.8392 |  0.2967 |  32.6C |        WARM_33C |           OK
  0.960 |   12.00 |   17.28 |  0.8380 |  0.2996 |  32.7C |        WARM_33C |           OK
  0.970 |   12.12 |   17.46 |  0.8367 |  0.3025 |  32.8C |        WARM_33C |           OK
  0.980 |   12.25 |   17.64 |  0.8354 |  0.3054 |  32.8C |        WARM_33C |           OK
  0.990 |   12.38 |   17.82 |  0.8341 |  0.3083 |  32.9C |        WARM_33C |           OK
  1.000 |   12.50 |   18.00 |  0.8328 |  0.3112 |  33.0C |        WARM_33C |           OK
  1.010 |   12.62 |   18.18 |  0.8315 |  0.3141 |  33.1C |        WARM_33C |           OK
  1.020 |   12.75 |   18.36 |  0.8301 |  0.3170 |  33.2C |        WARM_33C |           OK
  1.030 |   12.88 |   18.54 |  0.8288 |  0.3199 |  33.2C |        WARM_33C |           OK
  1.040 |   13.00 |   18.72 |  0.8274 |  0.3228 |  33.3C |        WARM_33C |           OK
  1.050 |   13.12 |   18.90 |  0.8261 |  0.3257 |  33.4C |        WARM_33C |           OK
  1.060 |   13.25 |   19.08 |  0.8247 |  0.3285 |  33.5C |        WARM_33C |           OK
  1.070 |   13.38 |   19.26 |  0.8233 |  0.3314 |  33.6C |        WARM_34C |           OK
  1.080 |   13.50 |   19.44 |  0.8219 |  0.3342 |  33.6C |        WARM_34C |           OK
  1.090 |   13.62 |   19.62 |  0.8205 |  0.3371 |  33.7C |        WARM_34C |           OK
  1.100 |   13.75 |   19.80 |  0.8190 |  0.3399 |  33.8C |        WARM_34C |           OK
  1.110 |   13.88 |   19.98 |  0.8176 |  0.3427 |  33.9C |        WARM_34C |           OK
  1.120 |   14.00 |   20.16 |  0.8161 |  0.3456 |  34.0C |        WARM_34C |           OK
  1.130 |   14.12 |   20.34 |  0.8147 |  0.3484 |  34.0C |        WARM_34C |           OK
  1.140 |   14.25 |   20.52 |  0.8132 |  0.3512 |  34.1C |        WARM_34C |           OK
  1.150 |   14.38 |   20.70 |  0.8117 |  0.3540 |  34.2C |        WARM_34C |           OK
  1.160 |   14.50 |   20.88 |  0.8102 |  0.3568 |  34.3C |        WARM_34C |           OK
  1.170 |   14.62 |   21.06 |  0.8087 |  0.3596 |  34.4C |        WARM_34C |           OK
  1.180 |   14.75 |   21.24 |  0.8072 |  0.3624 |  34.4C |        WARM_34C |           OK
  1.190 |   14.88 |   21.42 |  0.8056 |  0.3651 |  34.5C |        WARM_35C |           OK
  1.200 |   15.00 |   21.60 |  0.8041 |  0.3679 |  34.6C |        WARM_35C |           OK
  1.210 |   15.12 |   21.78 |  0.8025 |  0.3707 |  34.7C |        WARM_35C |           OK
  1.220 |   15.25 |   21.96 |  0.8010 |  0.3734 |  34.8C |        WARM_35C |           OK
  1.230 |   15.38 |   22.14 |  0.7994 |  0.3762 |  34.8C |        WARM_35C |           OK
  1.240 |   15.50 |   22.32 |  0.7978 |  0.3789 |  34.9C |        WARM_35C |           OK
  1.250 |   15.62 |   22.50 |  0.7962 |  0.3816 |  35.0C |        WARM_35C |           OK
  1.260 |   15.75 |   22.68 |  0.7946 |  0.3843 |  35.1C |        WARM_35C |           OK
  1.270 |   15.88 |   22.86 |  0.7929 |  0.3871 |  35.2C |        WARM_35C |           OK
  1.280 |   16.00 |   23.04 |  0.7913 |  0.3898 |  35.2C |        WARM_35C |           OK
  1.290 |   16.12 |   23.22 |  0.7897 |  0.3925 |  35.3C |        WARM_35C |           OK
  1.300 |   16.25 |   23.40 |  0.7880 |  0.3952 |  35.4C |        WARM_35C |           OK
  1.310 |   16.38 |   23.58 |  0.7863 |  0.3978 |  35.5C |        WARM_35C |           OK
  1.320 |   16.50 |   23.76 |  0.7847 |  0.4005 |  35.6C |        WARM_36C |           OK
  1.330 |   16.62 |   23.94 |  0.7830 |  0.4032 |  35.6C |        WARM_36C |           OK
  1.340 |   16.75 |   24.12 |  0.7813 |  0.4058 |  35.7C |        WARM_36C |           OK
  1.350 |   16.88 |   24.30 |  0.7796 |  0.4085 |  35.8C |        WARM_36C |           OK
  1.360 |   17.00 |   24.48 |  0.7778 |  0.4111 |  35.9C |        WARM_36C |           OK
  1.370 |   17.12 |   24.66 |  0.7761 |  0.4138 |  36.0C |        WARM_36C |           OK
  1.380 |   17.25 |   24.84 |  0.7743 |  0.4164 |  36.0C |        WARM_36C |           OK
  1.390 |   17.38 |   25.02 |  0.7726 |  0.4190 |  36.1C |        WARM_36C |           OK
  1.400 |   17.50 |   25.20 |  0.7708 |  0.4216 |  36.2C |        WARM_36C |           OK
  1.410 |   17.62 |   25.38 |  0.7690 |  0.4242 |  36.3C |        WARM_36C |           OK
  1.420 |   17.75 |   25.56 |  0.7673 |  0.4268 |  36.4C |        WARM_36C |           OK
  1.430 |   17.88 |   25.74 |  0.7655 |  0.4294 |  36.4C |        WARM_36C |           OK
  1.440 |   18.00 |   25.92 |  0.7637 |  0.4320 |  36.5C |        WARM_37C |           OK
  1.450 |   18.12 |   26.10 |  0.7618 |  0.4345 |  36.6C |        WARM_37C |           OK
  1.460 |   18.25 |   26.28 |  0.7600 |  0.4371 |  36.7C |        WARM_37C |           OK
  1.470 |   18.38 |   26.46 |  0.7582 |  0.4396 |  36.8C |        WARM_37C |           OK
  1.480 |   18.50 |   26.64 |  0.7563 |  0.4422 |  36.8C |        WARM_37C |           OK
  1.490 |   18.62 |   26.82 |  0.7545 |  0.4447 |  36.9C |        WARM_37C |           OK
  1.500 |   18.75 |   27.00 |  0.7526 |  0.4472 |  37.0C |        WARM_37C |           OK
  1.510 |   18.88 |   27.18 |  0.7507 |  0.4498 |  37.1C |        WARM_37C |           OK
  1.520 |   19.00 |   27.36 |  0.7488 |  0.4523 |  37.2C |        WARM_37C |           OK
  1.530 |   19.12 |   27.54 |  0.7469 |  0.4548 |  37.2C |        WARM_37C |           OK
  1.540 |   19.25 |   27.72 |  0.7450 |  0.4572 |  37.3C |        WARM_37C |           OK
  1.550 |   19.38 |   27.90 |  0.7431 |  0.4597 |  37.4C |        WARM_37C |           OK
  1.560 |   19.50 |   28.08 |  0.7411 |  0.4622 |  37.5C |        WARM_37C |           OK
  1.570 |   19.62 |   28.26 |  0.7392 |  0.4647 |  37.6C |        WARM_38C |           OK
  1.580 |   19.75 |   28.44 |  0.7373 |  0.4671 |  37.6C |        WARM_38C |           OK
  1.590 |   19.88 |   28.62 |  0.7353 |  0.4695 |  37.7C |        WARM_38C |           OK
  1.600 |   20.00 |   28.80 |  0.7333 |  0.4720 |  37.8C |        WARM_38C |           OK
  1.610 |   20.12 |   28.98 |  0.7313 |  0.4744 |  37.9C |        WARM_38C |           OK
  1.620 |   20.25 |   29.16 |  0.7294 |  0.4768 |  38.0C |        WARM_38C |           OK
  1.630 |   20.38 |   29.34 |  0.7274 |  0.4792 |  38.0C |        WARM_38C |           OK
  1.640 |   20.50 |   29.52 |  0.7253 |  0.4816 |  38.1C |        WARM_38C |           OK
  1.650 |   20.62 |   29.70 |  0.7233 |  0.4840 |  38.2C |        WARM_38C |           OK
  1.660 |   20.75 |   29.88 |  0.7213 |  0.4864 |  38.3C |        WARM_38C |           OK
  1.670 |   20.88 |   30.06 |  0.7193 |  0.4887 |  38.4C |        WARM_38C |           OK
  1.680 |   21.00 |   30.24 |  0.7172 |  0.4911 |  38.4C |        WARM_38C |           OK
  1.690 |   21.12 |   30.42 |  0.7152 |  0.4934 |  38.5C |        WARM_39C |           OK
  1.700 |   21.25 |   30.60 |  0.7131 |  0.4958 |  38.6C |        WARM_39C |           OK
  1.710 |   21.38 |   30.78 |  0.7110 |  0.4981 |  38.7C |        WARM_39C |           OK
  1.720 |   21.50 |   30.96 |  0.7089 |  0.5004 |  38.8C |        WARM_39C |           OK
  1.730 |   21.62 |   31.14 |  0.7068 |  0.5027 |  38.8C |        WARM_39C |           OK
  1.740 |   21.75 |   31.32 |  0.7047 |  0.5050 |  38.9C |        WARM_39C |           OK
  1.750 |   21.88 |   31.50 |  0.7026 |  0.5073 |  39.0C |        WARM_39C |           OK
  1.760 |   22.00 |   31.68 |  0.7005 |  0.5096 |  39.1C |        WARM_39C |           OK
  1.770 |   22.12 |   31.86 |  0.6984 |  0.5119 |  39.2C |        WARM_39C |           OK
  1.780 |   22.25 |   32.04 |  0.6962 |  0.5141 |  39.2C |        WARM_39C |           OK
  1.790 |   22.38 |   32.22 |  0.6941 |  0.5164 |  39.3C |        WARM_39C |           OK
  1.800 |   22.50 |   32.40 |  0.6919 |  0.5186 |  39.4C |        WARM_39C |           OK
  1.810 |   22.62 |   32.58 |  0.6898 |  0.5208 |  39.5C |        WARM_39C |           OK
  1.820 |   22.75 |   32.76 |  0.6876 |  0.5230 |  39.6C |        WARM_40C |           OK
  1.830 |   22.88 |   32.94 |  0.6854 |  0.5253 |  39.6C |        WARM_40C |           OK
  1.840 |   23.00 |   33.12 |  0.6832 |  0.5274 |  39.7C |        WARM_40C |           OK
  1.850 |   23.12 |   33.30 |  0.6810 |  0.5296 |  39.8C |        WARM_40C |           OK
  1.860 |   23.25 |   33.48 |  0.6788 |  0.5318 |  39.9C |        WARM_40C |           OK
  1.870 |   23.38 |   33.66 |  0.6766 |  0.5340 |  40.0C |        WARM_40C |           OK
  1.880 |   23.50 |   33.84 |  0.6744 |  0.5361 |  40.0C |        WARM_40C |           OK
  1.890 |   23.62 |   34.02 |  0.6722 |  0.5383 |  40.1C |        WARM_40C |           OK
  1.900 |   23.75 |   34.20 |  0.6699 |  0.5404 |  40.2C |        WARM_40C |           OK
  1.910 |   23.88 |   34.38 |  0.6677 |  0.5425 |  40.3C |        WARM_40C |           OK
  1.920 |   24.00 |   34.56 |  0.6654 |  0.5446 |  40.4C |        WARM_40C |           OK
  1.930 |   24.12 |   34.74 |  0.6632 |  0.5467 |  40.4C |        WARM_40C |           OK
  1.940 |   24.25 |   34.92 |  0.6609 |  0.5488 |  40.5C |        WARM_41C |           OK
  1.950 |   24.38 |   35.10 |  0.6586 |  0.5509 |  40.6C |        WARM_41C |           OK
  1.960 |   24.50 |   35.28 |  0.6563 |  0.5530 |  40.7C |        WARM_41C |           OK
  1.970 |   24.62 |   35.46 |  0.6540 |  0.5550 |  40.8C |        WARM_41C |           OK
  1.980 |   24.75 |   35.64 |  0.6517 |  0.5571 |  40.8C |        WARM_41C |           OK
  1.990 |   24.88 |   35.82 |  0.6494 |  0.5591 |  40.9C |        WARM_41C |           OK
  2.000 |   25.00 |   36.00 |  0.6471 |  0.5612 |  41.0C |        WARM_41C |           OK
  2.010 |   25.12 |   36.18 |  0.6448 |  0.5632 |  41.1C |        WARM_41C |           OK
  2.020 |   25.25 |   36.36 |  0.6424 |  0.5652 |  41.2C |        WARM_41C |           OK
  2.030 |   25.38 |   36.54 |  0.6401 |  0.5672 |  41.2C |        WARM_41C |           OK
  2.040 |   25.50 |   36.72 |  0.6377 |  0.5692 |  41.3C |        WARM_41C |           OK
  2.050 |   25.62 |   36.90 |  0.6354 |  0.5711 |  41.4C |        WARM_41C |           OK
  2.060 |   25.75 |   37.08 |  0.6330 |  0.5731 |  41.5C |        WARM_41C |           OK
  2.070 |   25.88 |   37.26 |  0.6306 |  0.5750 |  41.6C |        WARM_42C |           OK
  2.080 |   26.00 |   37.44 |  0.6283 |  0.5770 |  41.6C |        WARM_42C |           OK
  2.090 |   26.12 |   37.62 |  0.6259 |  0.5789 |  41.7C |        WARM_42C |           OK
  2.100 |   26.25 |   37.80 |  0.6235 |  0.5808 |  41.8C |        WARM_42C |           OK
  2.110 |   26.38 |   37.98 |  0.6211 |  0.5827 |  41.9C |        WARM_42C |           OK
  2.120 |   26.50 |   38.16 |  0.6187 |  0.5846 |  42.0C |        WARM_42C |           OK
  2.130 |   26.62 |   38.34 |  0.6162 |  0.5865 |  42.0C |        WARM_42C |           OK
  2.140 |   26.75 |   38.52 |  0.6138 |  0.5884 |  42.1C |        WARM_42C |           OK
  2.150 |   26.88 |   38.70 |  0.6114 |  0.5902 |  42.2C |        WARM_42C |           OK
  2.160 |   27.00 |   38.88 |  0.6090 |  0.5921 |  42.3C |        WARM_42C |           OK
  2.170 |   27.12 |   39.06 |  0.6065 |  0.5939 |  42.4C |        WARM_42C |           OK
  2.180 |   27.25 |   39.24 |  0.6041 |  0.5957 |  42.4C |        WARM_42C |           OK
  2.190 |   27.38 |   39.42 |  0.6016 |  0.5975 |  42.5C |        WARM_43C |           OK
  2.200 |   27.50 |   39.60 |  0.5992 |  0.5993 |  42.6C |        WARM_43C |           OK
  2.210 |   27.62 |   39.78 |  0.5967 |  0.6011 |  42.7C |        WARM_43C |           OK
  2.220 |   27.75 |   39.96 |  0.5942 |  0.6029 |  42.8C |        WARM_43C |           OK
  2.230 |   27.88 |   40.14 |  0.5917 |  0.6047 |  42.8C |        WARM_43C |           OK
  2.240 |   28.00 |   40.32 |  0.5892 |  0.6064 |  42.9C |        WARM_43C |           OK
  2.250 |   28.12 |   40.50 |  0.5867 |  0.6082 |  43.0C |        WARM_43C |           OK
  2.260 |   28.25 |   40.68 |  0.5842 |  0.6099 |  43.1C |        WARM_43C |           OK
  2.270 |   28.38 |   40.86 |  0.5817 |  0.6116 |  43.2C |        WARM_43C |           OK
  2.280 |   28.50 |   41.04 |  0.5792 |  0.6133 |  43.2C |        WARM_43C |           OK
  2.290 |   28.62 |   41.22 |  0.5767 |  0.6150 |  43.3C |        WARM_43C |           OK
  2.300 |   28.75 |   41.39 |  0.5742 |  0.6167 |  43.4C |        WARM_43C |           OK
  2.310 |   28.88 |   41.57 |  0.5717 |  0.6184 |  43.5C |        WARM_43C |           OK
  2.320 |   29.00 |   41.74 |  0.5693 |  0.6200 |  43.6C |        WARM_44C |           OK
  2.330 |   29.12 |   41.90 |  0.5668 |  0.6216 |  43.6C |        WARM_44C |           OK
  2.340 |   29.25 |   42.06 |  0.5644 |  0.6232 |  43.7C |        WARM_44C |           OK
  2.350 |   29.38 |   42.22 |  0.5620 |  0.6248 |  43.8C |        WARM_44C |           OK
  2.360 |   29.50 |   42.38 |  0.5596 |  0.6264 |  43.9C |        WARM_44C |           OK
  2.370 |   29.62 |   42.53 |  0.5572 |  0.6279 |  44.0C |        WARM_44C |           OK
  2.380 |   29.75 |   42.68 |  0.5549 |  0.6294 |  44.0C |        WARM_44C |           OK
  2.390 |   29.88 |   42.83 |  0.5525 |  0.6310 |  44.1C |        WARM_44C |           OK
  2.400 |   30.00 |   42.97 |  0.5502 |  0.6325 |  44.2C |        WARM_44C |           OK
  2.410 |   30.12 |   43.11 |  0.5478 |  0.6339 |  44.3C |        WARM_44C |           OK
  2.420 |   30.25 |   43.25 |  0.5455 |  0.6354 |  44.4C |        WARM_44C |           OK
  2.430 |   30.38 |   43.38 |  0.5432 |  0.6369 |  44.4C |        WARM_44C |           OK
  2.440 |   30.50 |   43.51 |  0.5410 |  0.6383 |  44.5C |        WARM_45C |           OK
  2.450 |   30.62 |   43.64 |  0.5387 |  0.6397 |  44.6C |        WARM_45C |           OK
  2.460 |   30.75 |   43.77 |  0.5365 |  0.6411 |  44.7C |        WARM_45C |           OK
  2.470 |   30.88 |   43.90 |  0.5342 |  0.6425 |  44.8C |        WARM_45C |           OK
  2.480 |   31.00 |   44.02 |  0.5320 |  0.6439 |  44.8C |        WARM_45C |           OK
  2.490 |   31.12 |   44.14 |  0.5298 |  0.6453 |  44.9C |        WARM_45C |           OK
  2.500 |   31.25 |   44.26 |  0.5276 |  0.6467 |  45.0C |        WARM_45C |           OK
  2.510 |   31.38 |   44.37 |  0.5254 |  0.6480 |  45.1C |        WARM_45C |           OK
  2.520 |   31.50 |   44.48 |  0.5232 |  0.6493 |  45.2C |        WARM_45C |           OK
  2.530 |   31.62 |   44.59 |  0.5210 |  0.6507 |  45.2C |        WARM_45C |           OK
  2.540 |   31.75 |   44.70 |  0.5189 |  0.6520 |  45.3C |        WARM_45C |           OK
  2.550 |   31.88 |   44.81 |  0.5167 |  0.6533 |  45.4C |        WARM_45C |           OK
  2.560 |   32.00 |   44.91 |  0.5146 |  0.6546 |  45.5C |        WARM_45C |           OK
  2.570 |   32.12 |   45.01 |  0.5125 |  0.6558 |  45.6C |        WARM_46C |           OK
  2.580 |   32.25 |   45.11 |  0.5104 |  0.6571 |  45.6C |        WARM_46C |           OK
  2.590 |   32.38 |   45.21 |  0.5083 |  0.6584 |  45.7C |        WARM_46C |           OK
  2.600 |   32.50 |   45.31 |  0.5062 |  0.6596 |  45.8C |        WARM_46C |           OK
  2.610 |   32.62 |   45.40 |  0.5041 |  0.6609 |  45.9C |        WARM_46C |           OK
  2.620 |   32.75 |   45.49 |  0.5020 |  0.6621 |  46.0C |        WARM_46C |           OK
  2.630 |   32.88 |   45.58 |  0.5000 |  0.6633 |  46.0C |        WARM_46C |           OK
  2.640 |   33.00 |   45.67 |  0.4979 |  0.6645 |  46.1C |        WARM_46C |           OK
  2.650 |   33.12 |   45.76 |  0.4959 |  0.6657 |  46.2C |        WARM_46C |           OK
  2.660 |   33.25 |   45.84 |  0.4938 |  0.6669 |  46.3C |        WARM_46C |           OK
  2.670 |   33.38 |   45.92 |  0.4918 |  0.6681 |  46.4C |        WARM_46C |           OK
  2.680 |   33.50 |   46.01 |  0.4898 |  0.6693 |  46.4C |        WARM_46C |           OK
  2.690 |   33.62 |   46.09 |  0.4878 |  0.6704 |  46.5C |        WARM_47C |           OK
  2.700 |   33.75 |   46.16 |  0.4858 |  0.6716 |  46.6C |        WARM_47C |           OK
  2.710 |   33.88 |   46.24 |  0.4838 |  0.6728 |  46.7C |        WARM_47C |           OK
  2.720 |   34.00 |   46.32 |  0.4818 |  0.6739 |  46.8C |        WARM_47C |           OK
  2.730 |   34.12 |   46.39 |  0.4798 |  0.6750 |  46.8C |        WARM_47C |           OK
  2.740 |   34.25 |   46.46 |  0.4779 |  0.6762 |  46.9C |        WARM_47C |           OK
  2.750 |   34.38 |   46.53 |  0.4759 |  0.6773 |  47.0C |        WARM_47C |           OK
  2.760 |   34.50 |   46.60 |  0.4739 |  0.6784 |  47.1C |        WARM_47C |           OK
  2.770 |   34.62 |   46.67 |  0.4720 |  0.6795 |  47.2C |        WARM_47C |           OK
  2.780 |   34.75 |   46.74 |  0.4700 |  0.6806 |  47.2C |        WARM_47C |           OK
  2.790 |   34.88 |   46.80 |  0.4681 |  0.6817 |  47.3C |        WARM_47C |           OK
  2.800 |   35.00 |   46.87 |  0.4662 |  0.6828 |  47.4C |        WARM_47C |           OK
  2.810 |   35.12 |   46.93 |  0.4642 |  0.6838 |  47.5C |        WARM_47C |           OK
  2.820 |   35.25 |   46.99 |  0.4623 |  0.6849 |  47.6C |        WARM_48C |           OK
  2.830 |   35.38 |   47.05 |  0.4604 |  0.6860 |  47.6C |        WARM_48C |           OK
  2.840 |   35.50 |   47.11 |  0.4585 |  0.6870 |  47.7C |        WARM_48C |           OK
  2.850 |   35.62 |   47.17 |  0.4566 |  0.6881 |  47.8C |        WARM_48C |           OK
  2.860 |   35.75 |   47.22 |  0.4547 |  0.6891 |  47.9C |        WARM_48C |           OK
  2.870 |   35.88 |   47.28 |  0.4528 |  0.6902 |  48.0C |        WARM_48C |           OK
  2.880 |   36.00 |   47.33 |  0.4509 |  0.6912 |  48.0C |        WARM_48C |           OK
  2.890 |   36.12 |   47.39 |  0.4491 |  0.6922 |  48.1C |        WARM_48C |           OK
  2.900 |   36.25 |   47.44 |  0.4472 |  0.6932 |  48.2C |        WARM_48C |           OK
  2.910 |   36.38 |   47.49 |  0.4453 |  0.6942 |  48.3C |        WARM_48C |           OK
  2.920 |   36.50 |   47.54 |  0.4435 |  0.6952 |  48.4C |        WARM_48C |           OK
  2.930 |   36.62 |   47.59 |  0.4416 |  0.6963 |  48.4C |        WARM_48C |           OK
  2.940 |   36.75 |   47.64 |  0.4397 |  0.6972 |  48.5C |        WARM_49C |           OK
  2.950 |   36.88 |   47.69 |  0.4379 |  0.6982 |  48.6C |        WARM_49C |           OK
  2.960 |   37.00 |   47.73 |  0.4360 |  0.6992 |  48.7C |        WARM_49C |           OK
  2.970 |   37.12 |   47.78 |  0.4342 |  0.7002 |  48.8C |        WARM_49C |           OK
  2.980 |   37.25 |   47.82 |  0.4324 |  0.7012 |  48.8C |        WARM_49C |           OK
  2.990 |   37.38 |   47.87 |  0.4305 |  0.7021 |  48.9C |        WARM_49C |           OK
  3.000 |   37.50 |   47.91 |  0.4287 |  0.7031 |  49.0C |        WARM_49C |           OK
  3.010 |   37.62 |   47.95 |  0.4269 |  0.7041 |  49.1C |        WARM_49C |           OK
  3.020 |   37.75 |   47.99 |  0.4251 |  0.7050 |  49.2C |        WARM_49C |           OK
  3.030 |   37.88 |   48.03 |  0.4232 |  0.7059 |  49.2C |        WARM_49C |           OK
  3.040 |   38.00 |   48.07 |  0.4214 |  0.7069 |  49.3C |        WARM_49C |           OK
  3.050 |   38.12 |   48.11 |  0.4196 |  0.7078 |  49.4C |        WARM_49C |           OK
  3.060 |   38.25 |   48.15 |  0.4178 |  0.7088 |  49.5C |        WARM_49C |           OK
  3.070 |   38.38 |   48.18 |  0.4160 |  0.7097 |  49.6C |        WARM_50C |           OK
  3.080 |   38.50 |   48.22 |  0.4142 |  0.7106 |  49.6C |        WARM_50C |           OK
  3.090 |   38.62 |   48.26 |  0.4124 |  0.7115 |  49.7C |        WARM_50C |           OK
  3.100 |   38.75 |   48.29 |  0.4106 |  0.7124 |  49.8C |        WARM_50C |           OK
  3.110 |   38.88 |   48.32 |  0.4088 |  0.7133 |  49.9C |        WARM_50C |           OK
  3.120 |   39.00 |   48.36 |  0.4070 |  0.7142 |  50.0C |        WARM_50C |           OK
  3.130 |   39.12 |   48.39 |  0.4052 |  0.7151 |  50.0C |        WARM_50C |           OK
  3.140 |   39.25 |   48.42 |  0.4034 |  0.7160 |  50.1C |        WARM_50C |           OK
  3.150 |   39.38 |   48.45 |  0.4017 |  0.7169 |  50.2C |        WARM_50C |           OK
  3.160 |   39.50 |   48.49 |  0.3999 |  0.7178 |  50.3C |        WARM_50C |           OK
  3.170 |   39.62 |   48.52 |  0.3981 |  0.7187 |  50.4C |        WARM_50C |           OK
  3.180 |   39.75 |   48.55 |  0.3963 |  0.7195 |  50.4C |        WARM_50C |           OK
  3.190 |   39.88 |   48.57 |  0.3945 |  0.7204 |  50.5C |        WARM_51C |           OK
  3.200 |   40.00 |   48.60 |  0.3928 |  0.7213 |  50.6C |        WARM_51C |           OK
  3.210 |   40.12 |   48.63 |  0.3910 |  0.7221 |  50.7C |        WARM_51C |           OK
  3.220 |   40.25 |   48.66 |  0.3892 |  0.7230 |  50.8C |        WARM_51C |           OK
  3.230 |   40.38 |   48.69 |  0.3875 |  0.7238 |  50.8C |        WARM_51C |           OK
  3.240 |   40.50 |   48.71 |  0.3857 |  0.7247 |  50.9C |        WARM_51C |           OK
  3.250 |   40.62 |   48.74 |  0.3839 |  0.7255 |  51.0C |        WARM_51C |           OK
  3.260 |   40.75 |   48.76 |  0.3822 |  0.7264 |  51.1C |        WARM_51C |           OK
  3.270 |   40.88 |   48.79 |  0.3804 |  0.7272 |  51.2C |        WARM_51C |           OK
  3.280 |   41.00 |   48.81 |  0.3787 |  0.7280 |  51.2C |        WARM_51C |           OK
  3.290 |   41.12 |   48.84 |  0.3769 |  0.7289 |  51.3C |        WARM_51C |           OK
  3.300 |   41.25 |   48.86 |  0.3752 |  0.7297 |  51.4C |        WARM_51C |           OK
  3.310 |   41.38 |   48.88 |  0.3734 |  0.7305 |  51.5C |        WARM_51C |           OK
  3.320 |   41.50 |   48.90 |  0.3717 |  0.7313 |  51.6C |        WARM_52C |           OK
  3.330 |   41.62 |   48.93 |  0.3699 |  0.7321 |  51.6C |        WARM_52C |           OK
  3.340 |   41.75 |   48.95 |  0.3682 |  0.7329 |  51.7C |        WARM_52C |           OK
  3.350 |   41.88 |   48.97 |  0.3664 |  0.7337 |  51.8C |        WARM_52C |           OK
  3.360 |   42.00 |   48.99 |  0.3647 |  0.7345 |  51.9C |        WARM_52C |           OK
  3.370 |   42.12 |   49.01 |  0.3629 |  0.7353 |  52.0C |        WARM_52C |           OK
  3.380 |   42.25 |   49.03 |  0.3612 |  0.7361 |  52.0C |        WARM_52C |           OK
  3.390 |   42.38 |   49.05 |  0.3594 |  0.7369 |  52.1C |        WARM_52C |           OK
  3.400 |   42.50 |   49.07 |  0.3577 |  0.7376 |  52.2C |        WARM_52C |           OK
  3.410 |   42.62 |   49.09 |  0.3560 |  0.7384 |  52.3C |        WARM_52C |           OK
  3.420 |   42.75 |   49.10 |  0.3542 |  0.7392 |  52.4C |        WARM_52C |           OK
  3.430 |   42.88 |   49.12 |  0.3525 |  0.7400 |  52.4C |        WARM_52C |           OK
  3.440 |   43.00 |   49.14 |  0.3507 |  0.7407 |  52.5C |        WARM_53C |           OK
  3.450 |   43.12 |   49.16 |  0.3490 |  0.7415 |  52.6C |        WARM_53C |           OK
  3.460 |   43.25 |   49.17 |  0.3473 |  0.7422 |  52.7C |        WARM_53C |           OK
  3.470 |   43.38 |   49.19 |  0.3455 |  0.7430 |  52.8C |        WARM_53C |           OK
  3.480 |   43.50 |   49.21 |  0.3438 |  0.7437 |  52.8C |        WARM_53C |           OK
  3.490 |   43.62 |   49.22 |  0.3421 |  0.7445 |  52.9C |        WARM_53C |           OK
  3.500 |   43.75 |   49.24 |  0.3403 |  0.7452 |  53.0C |        WARM_53C |           OK
  3.510 |   43.88 |   49.25 |  0.3386 |  0.7459 |  53.1C |        WARM_53C |           OK
  3.520 |   44.00 |   49.27 |  0.3369 |  0.7467 |  53.2C |        WARM_53C |           OK
  3.530 |   44.12 |   49.28 |  0.3351 |  0.7474 |  53.2C |        WARM_53C |           OK
  3.540 |   44.25 |   49.30 |  0.3334 |  0.7481 |  53.3C |        WARM_53C |           OK
  3.550 |   44.38 |   49.31 |  0.3317 |  0.7488 |  53.4C |        WARM_53C |           OK
  3.560 |   44.50 |   49.33 |  0.3299 |  0.7496 |  53.5C |        WARM_53C |           OK
  3.570 |   44.62 |   49.34 |  0.3282 |  0.7503 |  53.6C |        WARM_54C |           OK
  3.580 |   44.75 |   49.35 |  0.3265 |  0.7510 |  53.6C |        WARM_54C |           OK
  3.590 |   44.88 |   49.36 |  0.3248 |  0.7517 |  53.7C |        WARM_54C |           OK
  3.600 |   45.00 |   49.38 |  0.3230 |  0.7524 |  53.8C |        WARM_54C |           OK
  3.610 |   45.12 |   49.39 |  0.3213 |  0.7531 |  53.9C |        WARM_54C |           OK
  3.620 |   45.25 |   49.40 |  0.3196 |  0.7538 |  54.0C |        WARM_54C |           OK
  3.630 |   45.38 |   49.41 |  0.3178 |  0.7545 |  54.0C |        WARM_54C |           OK
  3.640 |   45.50 |   49.43 |  0.3161 |  0.7551 |  54.1C |        WARM_54C |           OK
  3.650 |   45.62 |   49.44 |  0.3144 |  0.7558 |  54.2C |        WARM_54C |           OK
  3.660 |   45.75 |   49.45 |  0.3127 |  0.7565 |  54.3C |        WARM_54C |           OK
