PHASE 3 - MECHANICAL RESPONSE LOG
Inertia + Friction Effects
============================================================

MODEL A: No friction
Damping coefficient: 0.0
Moment of inertia  : 0.0480 kg.m2
    Time |   Command |     Angle |   Velocity |    Torque
-------------------------------------------------------
   0.010 |    90.000 |     0.013 |      0.000 |    6.1456
   0.020 |    90.000 |     0.026 |      1.280 |    6.1456
   0.030 |    90.000 |     0.051 |      2.561 |    6.1456
   0.040 |    90.000 |     0.090 |      3.841 |    6.1456
   0.050 |    90.000 |     0.141 |      5.121 |    6.1456
   0.060 |    90.000 |     0.205 |      6.402 |    6.1456
   0.070 |    90.000 |     0.282 |      7.682 |    6.1456
   0.080 |    90.000 |     0.371 |      8.962 |    6.1456
   0.090 |    90.000 |     0.474 |     10.243 |    6.1456
   0.100 |    90.000 |     0.589 |     11.523 |    6.1457
   0.110 |    90.000 |     0.717 |     12.803 |    6.1457
   0.120 |    90.000 |     0.858 |     14.084 |    6.1458
   0.130 |    90.000 |     1.011 |     15.364 |    6.1459
   0.140 |    90.000 |     1.178 |     16.645 |    6.1460
   0.150 |    90.000 |     1.357 |     17.925 |    6.1461
   0.160 |    90.000 |     1.537 |     18.000 |    6.1463
   0.170 |    90.000 |     1.717 |     18.000 |    6.1389
   0.180 |    90.000 |     1.897 |     18.000 |    6.1218
   0.190 |    90.000 |     2.077 |     18.000 |    6.1048
   0.200 |    90.000 |     2.257 |     18.000 |    6.0877
   0.210 |    90.000 |     2.437 |     18.000 |    6.0707
   0.220 |    90.000 |     2.617 |     18.000 |    6.0538
   0.230 |    90.000 |     2.797 |     18.000 |    6.0368
   0.240 |    90.000 |     2.977 |     18.000 |    6.0199
   0.250 |    90.000 |     3.157 |     18.000 |    6.0030
   0.260 |    90.000 |     3.337 |     18.000 |    5.9861
   0.270 |    90.000 |     3.517 |     18.000 |    5.9692
   0.280 |    90.000 |     3.697 |     18.000 |    5.9524
   0.290 |    90.000 |     3.877 |     18.000 |    5.9356
   0.300 |    90.000 |     4.057 |     18.000 |    5.9188
   0.310 |    90.000 |     4.237 |     18.000 |    5.9020
   0.320 |    90.000 |     4.417 |     18.000 |    5.8853
   0.330 |    90.000 |     4.597 |     18.000 |    5.8685
   0.340 |    90.000 |     4.777 |     18.000 |    5.8518
   0.350 |    90.000 |     4.957 |     18.000 |    5.8352
   0.360 |    90.000 |     5.137 |     18.000 |    5.8185
   0.370 |    90.000 |     5.317 |     18.000 |    5.8019
   0.380 |    90.000 |     5.497 |     18.000 |    5.7853
   0.390 |    90.000 |     5.677 |     18.000 |    5.7687
   0.400 |    90.000 |     5.857 |     18.000 |    5.7521
   0.410 |    90.000 |     6.037 |     18.000 |    5.7356
   0.420 |    90.000 |     6.217 |     18.000 |    5.7191
   0.430 |    90.000 |     6.397 |     18.000 |    5.7026
   0.440 |    90.000 |     6.577 |     18.000 |    5.6861
   0.450 |    90.000 |     6.757 |     18.000 |    5.6697
   0.460 |    90.000 |     6.937 |     18.000 |    5.6533
   0.470 |    90.000 |     7.117 |     18.000 |    5.6369
   0.480 |    90.000 |     7.297 |     18.000 |    5.6205
   0.490 |    90.000 |     7.477 |     18.000 |    5.6041
   0.500 |    90.000 |     7.657 |     18.000 |    5.5878
   0.510 |    90.000 |     7.837 |     18.000 |    5.5715
   0.520 |    90.000 |     8.017 |     18.000 |    5.5552
   0.530 |    90.000 |     8.197 |     18.000 |    5.5390
   0.540 |    90.000 |     8.377 |     18.000 |    5.5227
   0.550 |    90.000 |     8.557 |     18.000 |    5.5065
   0.560 |    90.000 |     8.737 |     18.000 |    5.4903
   0.570 |    90.000 |     8.917 |     18.000 |    5.4742
   0.580 |    90.000 |     9.097 |     18.000 |    5.4580
   0.590 |    90.000 |     9.277 |     18.000 |    5.4419
   0.600 |    90.000 |     9.457 |     18.000 |    5.4258
   0.610 |    90.000 |     9.637 |     18.000 |    5.4097
   0.620 |    90.000 |     9.817 |     18.000 |    5.3937
   0.630 |    90.000 |     9.997 |     18.000 |    5.3776
   0.640 |    90.000 |    10.177 |     18.000 |    5.3616
   0.650 |    90.000 |    10.357 |     18.000 |    5.3456
   0.660 |    90.000 |    10.537 |     18.000 |    5.3297
   0.670 |    90.000 |    10.717 |     18.000 |    5.3137
   0.680 |    90.000 |    10.897 |     18.000 |    5.2978
   0.690 |    90.000 |    11.077 |     18.000 |    5.2819
   0.700 |    90.000 |    11.257 |     18.000 |    5.2661
   0.710 |    90.000 |    11.437 |     18.000 |    5.2502
   0.720 |    90.000 |    11.617 |     18.000 |    5.2344
   0.730 |    90.000 |    11.797 |     18.000 |    5.2186
   0.740 |    90.000 |    11.977 |     18.000 |    5.2028
   0.750 |    90.000 |    12.157 |     18.000 |    5.1870
   0.760 |    90.000 |    12.337 |     18.000 |    5.1713
   0.770 |    90.000 |    12.517 |     18.000 |    5.1556
   0.780 |    90.000 |    12.697 |     18.000 |    5.1399
   0.790 |    90.000 |    12.877 |     18.000 |    5.1242
   0.800 |    90.000 |    13.057 |     18.000 |    5.1086
   0.810 |    90.000 |    13.237 |     18.000 |    5.0930
   0.820 |    90.000 |    13.417 |     18.000 |    5.0774
   0.830 |    90.000 |    13.597 |     18.000 |    5.0618
   0.840 |    90.000 |    13.777 |     18.000 |    5.0463
   0.850 |    90.000 |    13.957 |     18.000 |    5.0307
   0.860 |    90.000 |    14.137 |     18.000 |    5.0152
   0.870 |    90.000 |    14.317 |     18.000 |    4.9997
   0.880 |    90.000 |    14.497 |     18.000 |    4.9843
   0.890 |    90.000 |    14.677 |     18.000 |    4.9688
   0.900 |    90.000 |    14.857 |     18.000 |    4.9534
   0.910 |    90.000 |    15.037 |     18.000 |    4.9380
   0.920 |    90.000 |    15.217 |     18.000 |    4.9227
   0.930 |    90.000 |    15.397 |     18.000 |    4.9073
   0.940 |    90.000 |    15.577 |     18.000 |    4.8920
   0.950 |    90.000 |    15.757 |     18.000 |    4.8767
   0.960 |    90.000 |    15.937 |     18.000 |    4.8614
   0.970 |    90.000 |    16.117 |     18.000 |    4.8461
   0.980 |    90.000 |    16.297 |     18.000 |    4.8309
   0.990 |    90.000 |    16.477 |     18.000 |    4.8157
   1.000 |    90.000 |    16.657 |     18.000 |    4.8005
   1.010 |    90.000 |    16.837 |     18.000 |    4.7853
   1.020 |    90.000 |    17.017 |     18.000 |    4.7702
   1.030 |    90.000 |    17.197 |     18.000 |    4.7550
   1.040 |    90.000 |    17.377 |     18.000 |    4.7399
   1.050 |    90.000 |    17.557 |     18.000 |    4.7248
   1.060 |    90.000 |    17.737 |     18.000 |    4.7098
   1.070 |    90.000 |    17.917 |     18.000 |    4.6948
   1.080 |    90.000 |    18.097 |     18.000 |    4.6797
   1.090 |    90.000 |    18.277 |     18.000 |    4.6647
   1.100 |    90.000 |    18.457 |     18.000 |    4.6498
   1.110 |    90.000 |    18.637 |     18.000 |    4.6348
   1.120 |    90.000 |    18.817 |     18.000 |    4.6199
   1.130 |    90.000 |    18.997 |     18.000 |    4.6050
   1.140 |    90.000 |    19.177 |     18.000 |    4.5901
   1.150 |    90.000 |    19.357 |     18.000 |    4.5752
   1.160 |    90.000 |    19.537 |     18.000 |    4.5604
   1.170 |    90.000 |    19.717 |     18.000 |    4.5456
   1.180 |    90.000 |    19.897 |     18.000 |    4.5308
   1.190 |    90.000 |    20.077 |     18.000 |    4.5160
   1.200 |    90.000 |    20.257 |     18.000 |    4.5013
   1.210 |    90.000 |    20.437 |     18.000 |    4.4865
   1.220 |    90.000 |    20.617 |     18.000 |    4.4718
   1.230 |    90.000 |    20.797 |     18.000 |    4.4571
   1.240 |    90.000 |    20.977 |     18.000 |    4.4425
   1.250 |    90.000 |    21.157 |     18.000 |    4.4278
   1.260 |    90.000 |    21.337 |     18.000 |    4.4132
   1.270 |    90.000 |    21.517 |     18.000 |    4.3986
   1.280 |    90.000 |    21.697 |     18.000 |    4.3840
   1.290 |    90.000 |    21.877 |     18.000 |    4.3695
   1.300 |    90.000 |    22.057 |     18.000 |    4.3549
   1.310 |    90.000 |    22.237 |     18.000 |    4.3404
   1.320 |    90.000 |    22.417 |     18.000 |    4.3259
   1.330 |    90.000 |    22.597 |     18.000 |    4.3115
   1.340 |    90.000 |    22.777 |     18.000 |    4.2970
   1.350 |    90.000 |    22.957 |     18.000 |    4.2826
   1.360 |    90.000 |    23.137 |     18.000 |    4.2682
   1.370 |    90.000 |    23.317 |     18.000 |    4.2538
   1.380 |    90.000 |    23.497 |     18.000 |    4.2394
   1.390 |    90.000 |    23.677 |     18.000 |    4.2251
   1.400 |    90.000 |    23.857 |     18.000 |    4.2108
   1.410 |    90.000 |    24.037 |     18.000 |    4.1965
   1.420 |    90.000 |    24.217 |     18.000 |    4.1822
   1.430 |    90.000 |    24.397 |     18.000 |    4.1679
   1.440 |    90.000 |    24.577 |     18.000 |    4.1537
   1.450 |    90.000 |    24.757 |     18.000 |    4.1395
   1.460 |    90.000 |    24.937 |     18.000 |    4.1253
   1.470 |    90.000 |    25.117 |     18.000 |    4.1111
   1.480 |    90.000 |    25.297 |     18.000 |    4.0970
   1.490 |    90.000 |    25.477 |     18.000 |    4.0829
   1.500 |    90.000 |    25.657 |     18.000 |    4.0687
   1.510 |    90.000 |    25.837 |     18.000 |    4.0547
   1.520 |    90.000 |    26.017 |     18.000 |    4.0406
   1.530 |    90.000 |    26.197 |     18.000 |    4.0265
   1.540 |    90.000 |    26.377 |     18.000 |    4.0125
   1.550 |    90.000 |    26.557 |     18.000 |    3.9985
   1.560 |    90.000 |    26.737 |     18.000 |    3.9845
   1.570 |    90.000 |    26.917 |     18.000 |    3.9706
   1.580 |    90.000 |    27.097 |     18.000 |    3.9566
   1.590 |    90.000 |    27.277 |     18.000 |    3.9427
   1.600 |    90.000 |    27.457 |     18.000 |    3.9288
   1.610 |    90.000 |    27.637 |     18.000 |    3.9149
   1.620 |    90.000 |    27.817 |     18.000 |    3.9011
   1.630 |    90.000 |    27.997 |     18.000 |    3.8872
   1.640 |    90.000 |    28.177 |     18.000 |    3.8734
   1.650 |    90.000 |    28.357 |     18.000 |    3.8596
   1.660 |    90.000 |    28.537 |     18.000 |    3.8458
   1.670 |    90.000 |    28.717 |     18.000 |    3.8321
   1.680 |    90.000 |    28.897 |     18.000 |    3.8183
   1.690 |    90.000 |    29.077 |     18.000 |    3.8046
   1.700 |    90.000 |    29.257 |     18.000 |    3.7909
   1.710 |    90.000 |    29.437 |     18.000 |    3.7773
   1.720 |    90.000 |    29.617 |     18.000 |    3.7636
   1.730 |    90.000 |    29.797 |     18.000 |    3.7500
   1.740 |    90.000 |    29.977 |     18.000 |    3.7363
   1.750 |    90.000 |    30.157 |     18.000 |    3.7228
   1.760 |    90.000 |    30.337 |     18.000 |    3.7092
   1.770 |    90.000 |    30.517 |     18.000 |    3.6956
   1.780 |    90.000 |    30.697 |     18.000 |    3.6821
   1.790 |    90.000 |    30.877 |     18.000 |    3.6686
   1.800 |    90.000 |    31.057 |     18.000 |    3.6551
   1.810 |    90.000 |    31.237 |     18.000 |    3.6416
   1.820 |    90.000 |    31.417 |     18.000 |    3.6282
   1.830 |    90.000 |    31.597 |     18.000 |    3.6147
   1.840 |    90.000 |    31.777 |     18.000 |    3.6013
   1.850 |    90.000 |    31.957 |     18.000 |    3.5879
   1.860 |    90.000 |    32.137 |     18.000 |    3.5745
   1.870 |    90.000 |    32.317 |     18.000 |    3.5612
   1.880 |    90.000 |    32.497 |     18.000 |    3.5478
   1.890 |    90.000 |    32.677 |     18.000 |    3.5345
   1.900 |    90.000 |    32.857 |     18.000 |    3.5212
   1.910 |    90.000 |    33.037 |     18.000 |    3.5080
   1.920 |    90.000 |    33.217 |     18.000 |    3.4947
   1.930 |    90.000 |    33.397 |     18.000 |    3.4815
   1.940 |    90.000 |    33.577 |     18.000 |    3.4682
   1.950 |    90.000 |    33.757 |     18.000 |    3.4550
   1.960 |    90.000 |    33.937 |     18.000 |    3.4419
   1.970 |    90.000 |    34.117 |     18.000 |    3.4287
   1.980 |    90.000 |    34.297 |     18.000 |    3.4156
   1.990 |    90.000 |    34.477 |     18.000 |    3.4024
   2.000 |    90.000 |    34.657 |     18.000 |    3.3893
   2.010 |    90.000 |    34.837 |     18.000 |    3.3763
   2.020 |    90.000 |    35.017 |     18.000 |    3.3632
   2.030 |    90.000 |    35.197 |     18.000 |    3.3501
   2.040 |    90.000 |    35.377 |     18.000 |    3.3371
   2.050 |    90.000 |    35.557 |     18.000 |    3.3241
   2.060 |    90.000 |    35.737 |     18.000 |    3.3111
   2.070 |    90.000 |    35.917 |     18.000 |    3.2982
   2.080 |    90.000 |    36.097 |     18.000 |    3.2852
   2.090 |    90.000 |    36.277 |     18.000 |    3.2723
   2.100 |    90.000 |    36.457 |     18.000 |    3.2594
   2.110 |    90.000 |    36.637 |     18.000 |    3.2465
   2.120 |    90.000 |    36.817 |     18.000 |    3.2336
   2.130 |    90.000 |    36.997 |     18.000 |    3.2207
   2.140 |    90.000 |    37.177 |     18.000 |    3.2079
   2.150 |    90.000 |    37.357 |     18.000 |    3.1951
   2.160 |    90.000 |    37.537 |     18.000 |    3.1823
   2.170 |    90.000 |    37.717 |     18.000 |    3.1695
   2.180 |    90.000 |    37.897 |     18.000 |    3.1567
   2.190 |    90.000 |    38.077 |     18.000 |    3.1440
   2.200 |    90.000 |    38.257 |     18.000 |    3.1313
   2.210 |    90.000 |    38.437 |     18.000 |    3.1185
   2.220 |    90.000 |    38.617 |     18.000 |    3.1059
   2.230 |    90.000 |    38.797 |     18.000 |    3.0932
   2.240 |    90.000 |    38.977 |     18.000 |    3.0805
   2.250 |    90.000 |    39.157 |     18.000 |    3.0679
   2.260 |    90.000 |    39.337 |     18.000 |    3.0553
   2.270 |    90.000 |    39.517 |     18.000 |    3.0427
   2.280 |    90.000 |    39.697 |     18.000 |    3.0301
   2.290 |    90.000 |    39.877 |     18.000 |    3.0175
   2.300 |    90.000 |    40.057 |     18.000 |    3.0050
   2.310 |    90.000 |    40.237 |     18.000 |    2.9924
   2.320 |    90.000 |    40.417 |     18.000 |    2.9799
   2.330 |    90.000 |    40.597 |     18.000 |    2.9674
   2.340 |    90.000 |    40.777 |     18.000 |    2.9550
   2.350 |    90.000 |    40.957 |     18.000 |    2.9425
   2.360 |    90.000 |    41.137 |     18.000 |    2.9301
   2.370 |    90.000 |    41.317 |     18.000 |    2.9176
   2.380 |    90.000 |    41.497 |     18.000 |    2.9052
   2.390 |    90.000 |    41.677 |     18.000 |    2.8929
   2.400 |    90.000 |    41.857 |     18.000 |    2.8805
   2.410 |    90.000 |    42.037 |     18.000 |    2.8681
   2.420 |    90.000 |    42.217 |     18.000 |    2.8558
   2.430 |    90.000 |    42.397 |     18.000 |    2.8435
   2.440 |    90.000 |    42.577 |     18.000 |    2.8312
   2.450 |    90.000 |    42.757 |     18.000 |    2.8189
   2.460 |    90.000 |    42.937 |     18.000 |    2.8066
   2.470 |    90.000 |    43.117 |     18.000 |    2.7944
   2.480 |    90.000 |    43.297 |     18.000 |    2.7821
   2.490 |    90.000 |    43.477 |     18.000 |    2.7699
   2.500 |    90.000 |    43.657 |     18.000 |    2.7577
   2.510 |    90.000 |    43.837 |     18.000 |    2.7455
   2.520 |    90.000 |    44.017 |     18.000 |    2.7334
   2.530 |    90.000 |    44.197 |     18.000 |    2.7212
   2.540 |    90.000 |    44.377 |     18.000 |    2.7091
   2.550 |    90.000 |    44.557 |     18.000 |    2.6970
   2.560 |    90.000 |    44.737 |     18.000 |    2.6849
   2.570 |    90.000 |    44.917 |     18.000 |    2.6728
   2.580 |    90.000 |    45.097 |     18.000 |    2.6607
   2.590 |    90.000 |    45.277 |     18.000 |    2.6487
   2.600 |    90.000 |    45.457 |     18.000 |    2.6367
   2.610 |    90.000 |    45.637 |     18.000 |    2.6246
   2.620 |    90.000 |    45.817 |     18.000 |    2.6126
   2.630 |    90.000 |    45.997 |     18.000 |    2.6007
   2.640 |    90.000 |    46.177 |     18.000 |    2.5887
   2.650 |    90.000 |    46.357 |     18.000 |    2.5767
   2.660 |    90.000 |    46.537 |     18.000 |    2.5648
   2.670 |    90.000 |    46.717 |     18.000 |    2.5529
   2.680 |    90.000 |    46.897 |     18.000 |    2.5410
   2.690 |    90.000 |    47.077 |     18.000 |    2.5291
   2.700 |    90.000 |    47.257 |     18.000 |    2.5172
   2.710 |    90.000 |    47.437 |     18.000 |    2.5054
   2.720 |    90.000 |    47.617 |     18.000 |    2.4935
   2.730 |    90.000 |    47.797 |     18.000 |    2.4817
   2.740 |    90.000 |    47.977 |     18.000 |    2.4699
   2.750 |    90.000 |    48.157 |     18.000 |    2.4581
   2.760 |    90.000 |    48.337 |     18.000 |    2.4463
   2.770 |    90.000 |    48.517 |     18.000 |    2.4346
   2.780 |    90.000 |    48.697 |     18.000 |    2.4228
   2.790 |    90.000 |    48.877 |     18.000 |    2.4111
   2.800 |    90.000 |    49.057 |     18.000 |    2.3994
   2.810 |    90.000 |    49.237 |     18.000 |    2.3877
   2.820 |    90.000 |    49.417 |     18.000 |    2.3760
   2.830 |    90.000 |    49.597 |     18.000 |    2.3643
   2.840 |    90.000 |    49.777 |     18.000 |    2.3527
   2.850 |    90.000 |    49.957 |     18.000 |    2.3410
   2.860 |    90.000 |    50.137 |     18.000 |    2.3294
   2.870 |    90.000 |    50.317 |     18.000 |    2.3178
   2.880 |    90.000 |    50.497 |     18.000 |    2.3062
   2.890 |    90.000 |    50.677 |     18.000 |    2.2946
   2.900 |    90.000 |    50.857 |     18.000 |    2.2830
   2.910 |    90.000 |    51.037 |     18.000 |    2.2715
   2.920 |    90.000 |    51.217 |     18.000 |    2.2599
   2.930 |    90.000 |    51.397 |     18.000 |    2.2484
   2.940 |    90.000 |    51.577 |     18.000 |    2.2369
   2.950 |    90.000 |    51.757 |     18.000 |    2.2254
   2.960 |    90.000 |    51.937 |     18.000 |    2.2139
   2.970 |    90.000 |    52.117 |     18.000 |    2.2025
   2.980 |    90.000 |    52.297 |     18.000 |    2.1910
   2.990 |    90.000 |    52.477 |     18.000 |    2.1796
   3.000 |    90.000 |    52.657 |     18.000 |    2.1682
   3.010 |    90.000 |    52.837 |     18.000 |    2.1568
   3.020 |    90.000 |    53.017 |     18.000 |    2.1454
   3.030 |    90.000 |    53.197 |     18.000 |    2.1340
   3.040 |    90.000 |    53.377 |     18.000 |    2.1226
   3.050 |    90.000 |    53.557 |     18.000 |    2.1113
   3.060 |    90.000 |    53.737 |     18.000 |    2.1000
   3.070 |    90.000 |    53.917 |     18.000 |    2.0886
   3.080 |    90.000 |    54.097 |     18.000 |    2.0773
   3.090 |    90.000 |    54.277 |     18.000 |    2.0660
   3.100 |    90.000 |    54.457 |     18.000 |    2.0547
   3.110 |    90.000 |    54.637 |     18.000 |    2.0435
   3.120 |    90.000 |    54.817 |     18.000 |    2.0322
   3.130 |    90.000 |    54.997 |     18.000 |    2.0210
   3.140 |    90.000 |    55.177 |     18.000 |    2.0097
   3.150 |    90.000 |    55.357 |     18.000 |    1.9985
   3.160 |    90.000 |    55.537 |     18.000 |    1.9873
   3.170 |    90.000 |    55.717 |     18.000 |    1.9761
   3.180 |    90.000 |    55.897 |     18.000 |    1.9650
   3.190 |    90.000 |    56.077 |     18.000 |    1.9538
   3.200 |    90.000 |    56.257 |     18.000 |    1.9427
   3.210 |    90.000 |    56.437 |     18.000 |    1.9315
   3.220 |    90.000 |    56.617 |     18.000 |    1.9204
   3.230 |    90.000 |    56.797 |     18.000 |    1.9093
   3.240 |    90.000 |    56.977 |     18.000 |    1.8982
   3.250 |    90.000 |    57.157 |     18.000 |    1.8871
   3.260 |    90.000 |    57.337 |     18.000 |    1.8760
   3.270 |    90.000 |    57.517 |     18.000 |    1.8650
   3.280 |    90.000 |    57.697 |     18.000 |    1.8539
   3.290 |    90.000 |    57.877 |     18.000 |    1.8429
   3.300 |    90.000 |    58.057 |     18.000 |    1.8319
   3.310 |    90.000 |    58.237 |     18.000 |    1.8209
   3.320 |    90.000 |    58.417 |     18.000 |    1.8099
   3.330 |    90.000 |    58.597 |     18.000 |    1.7989
   3.340 |    90.000 |    58.777 |     18.000 |    1.7879
   3.350 |    90.000 |    58.957 |     18.000 |    1.7769
   3.360 |    90.000 |    59.137 |     18.000 |    1.7660
   3.370 |    90.000 |    59.317 |     18.000 |    1.7551
   3.380 |    90.000 |    59.497 |     18.000 |    1.7441
   3.390 |    90.000 |    59.677 |     18.000 |    1.7332
   3.400 |    90.000 |    59.857 |     18.000 |    1.7223
   3.410 |    90.000 |    60.037 |     18.000 |    1.7114
   3.420 |    90.000 |    60.217 |     18.000 |    1.7006
   3.430 |    90.000 |    60.397 |     18.000 |    1.6897
   3.440 |    90.000 |    60.577 |     18.000 |    1.6788
   3.450 |    90.000 |    60.757 |     18.000 |    1.6680
   3.460 |    90.000 |    60.937 |     18.000 |    1.6572
   3.470 |    90.000 |    61.117 |     18.000 |    1.6463
   3.480 |    90.000 |    61.297 |     18.000 |    1.6355
   3.490 |    90.000 |    61.477 |     18.000 |    1.6247
   3.500 |    90.000 |    61.657 |     18.000 |    1.6139
   3.510 |    90.000 |    61.837 |     18.000 |    1.6032
   3.520 |    90.000 |    62.017 |     18.000 |    1.5924
   3.530 |    90.000 |    62.197 |     18.000 |    1.5817
   3.540 |    90.000 |    62.377 |     18.000 |    1.5709
   3.550 |    90.000 |    62.557 |     18.000 |    1.5602
   3.560 |    90.000 |    62.737 |     18.000 |    1.5495
   3.570 |    90.000 |    62.917 |     18.000 |    1.5387
   3.580 |    90.000 |    63.097 |     18.000 |    1.5280
   3.590 |    90.000 |    63.277 |     18.000 |    1.5174
   3.600 |    90.000 |    63.457 |     18.000 |    1.5067
   3.610 |    90.000 |    63.637 |     18.000 |    1.4960
   3.620 |    90.000 |    63.817 |     18.000 |    1.4854
   3.630 |    90.000 |    63.997 |     18.000 |    1.4747
   3.640 |    90.000 |    64.177 |     18.000 |    1.4641
   3.650 |    90.000 |    64.357 |     18.000 |    1.4534
   3.660 |    90.000 |    64.537 |     18.000 |    1.4428
   3.670 |    90.000 |    64.717 |     18.000 |    1.4322
   3.680 |    90.000 |    64.897 |     18.000 |    1.4216
   3.690 |    90.000 |    65.077 |     18.000 |    1.4110
   3.700 |    90.000 |    65.257 |     18.000 |    1.4005
   3.710 |    90.000 |    65.437 |     18.000 |    1.3899
   3.720 |    90.000 |    65.617 |     18.000 |    1.3793
   3.730 |    90.000 |    65.797 |     18.000 |    1.3688
   3.740 |    90.000 |    65.977 |     18.000 |    1.3582
   3.750 |    90.000 |    66.157 |     18.000 |    1.3477
   3.760 |    90.000 |    66.337 |     18.000 |    1.3372
   3.770 |    90.000 |    66.517 |     18.000 |    1.3267
   3.780 |    90.000 |    66.697 |     18.000 |    1.3162
   3.790 |    90.000 |    66.877 |     18.000 |    1.3057
   3.800 |    90.000 |    67.057 |     18.000 |    1.2952
   3.810 |    90.000 |    67.237 |     18.000 |    1.2847
   3.820 |    90.000 |    67.417 |     18.000 |    1.2743
   3.830 |    90.000 |    67.597 |     18.000 |    1.2638
   3.840 |    90.000 |    67.777 |     18.000 |    1.2534
   3.850 |    90.000 |    67.957 |     18.000 |    1.2429
   3.860 |    90.000 |    68.137 |     18.000 |    1.2325
   3.870 |    90.000 |    68.317 |     18.000 |    1.2221
   3.880 |    90.000 |    68.497 |     18.000 |    1.2117
   3.890 |    90.000 |    68.677 |     18.000 |    1.2013
   3.900 |    90.000 |    68.857 |     18.000 |    1.1909
   3.910 |    90.000 |    69.037 |     18.000 |    1.1805
   3.920 |    90.000 |    69.217 |     18.000 |    1.1701
   3.930 |    90.000 |    69.397 |     18.000 |    1.1597
   3.940 |    90.000 |    69.577 |     18.000 |    1.1494
   3.950 |    90.000 |    69.757 |     18.000 |    1.1390
   3.960 |    90.000 |    69.937 |     18.000 |    1.1287
   3.970 |    90.000 |    70.117 |     18.000 |    1.1184
   3.980 |    90.000 |    70.297 |     18.000 |    1.1080
   3.990 |    90.000 |    70.477 |     18.000 |    1.0977
   4.000 |    90.000 |    70.657 |     18.000 |    1.0874
   4.010 |    90.000 |    70.837 |     18.000 |    1.0771
   4.020 |    90.000 |    71.017 |     18.000 |    1.0668
   4.030 |    90.000 |    71.197 |     18.000 |    1.0565
   4.040 |    90.000 |    71.377 |     18.000 |    1.0462
   4.050 |    90.000 |    71.557 |     18.000 |    1.0359
   4.060 |    90.000 |    71.737 |     18.000 |    1.0257
   4.070 |    90.000 |    71.917 |     18.000 |    1.0154
   4.080 |    90.000 |    72.097 |     18.000 |    1.0052
   4.090 |    90.000 |    72.277 |     18.000 |    0.9949
   4.100 |    90.000 |    72.457 |     18.000 |    0.9847
   4.110 |    90.000 |    72.637 |     18.000 |    0.9745
   4.120 |    90.000 |    72.817 |     18.000 |    0.9642
   4.130 |    90.000 |    72.997 |     18.000 |    0.9540
   4.140 |    90.000 |    73.177 |     18.000 |    0.9438
   4.150 |    90.000 |    73.357 |     18.000 |    0.9336
   4.160 |    90.000 |    73.537 |     18.000 |    0.9234
   4.170 |    90.000 |    73.717 |     18.000 |    0.9132
   4.180 |    90.000 |    73.897 |     18.000 |    0.9030
   4.190 |    90.000 |    74.077 |     18.000 |    0.8929
   4.200 |    90.000 |    74.257 |     18.000 |    0.8827
   4.210 |    90.000 |    74.437 |     18.000 |    0.8725
   4.220 |    90.000 |    74.617 |     18.000 |    0.8624
   4.230 |    90.000 |    74.797 |     18.000 |    0.8522
   4.240 |    90.000 |    74.977 |     18.000 |    0.8421
   4.250 |    90.000 |    75.157 |     18.000 |    0.8319
   4.260 |    90.000 |    75.337 |     18.000 |    0.8218
   4.270 |    90.000 |    75.517 |     18.000 |    0.8117
   4.280 |    90.000 |    75.697 |     18.000 |    0.8015
   4.290 |    90.000 |    75.877 |     18.000 |    0.7914
   4.300 |    90.000 |    76.057 |     18.000 |    0.7813
   4.310 |    90.000 |    76.237 |     18.000 |    0.7712
   4.320 |    90.000 |    76.417 |     18.000 |    0.7611
   4.330 |    90.000 |    76.597 |     18.000 |    0.7510
   4.340 |    90.000 |    76.777 |     18.000 |    0.7409
   4.350 |    90.000 |    76.957 |     18.000 |    0.7308
   4.360 |    90.000 |    77.137 |     18.000 |    0.7208
   4.370 |    90.000 |    77.317 |     18.000 |    0.7107
   4.380 |    90.000 |    77.497 |     18.000 |    0.7006
   4.390 |    90.000 |    77.677 |     18.000 |    0.6906
   4.400 |    90.000 |    77.857 |     18.000 |    0.6805
   4.410 |    90.000 |    78.037 |     18.000 |    0.6705
   4.420 |    90.000 |    78.217 |     18.000 |    0.6604
   4.430 |    90.000 |    78.397 |     18.000 |    0.6504
   4.440 |    90.000 |    78.577 |     18.000 |    0.6403
   4.450 |    90.000 |    78.757 |     18.000 |    0.6303
   4.460 |    90.000 |    78.937 |     18.000 |    0.6203
   4.470 |    90.000 |    79.117 |     18.000 |    0.6103
   4.480 |    90.000 |    79.297 |     18.000 |    0.6002
   4.490 |    90.000 |    79.477 |     18.000 |    0.5902
   4.500 |    90.000 |    79.657 |     18.000 |    0.5802
   4.510 |    90.000 |    79.837 |     18.000 |    0.5702
   4.520 |    90.000 |    80.017 |     18.000 |    0.5602
   4.530 |    90.000 |    80.197 |     18.000 |    0.5502
   4.540 |    90.000 |    80.377 |     18.000 |    0.5402
   4.550 |    90.000 |    80.557 |     18.000 |    0.5302
   4.560 |    90.000 |    80.737 |     18.000 |    0.5202
   4.570 |    90.000 |    80.917 |     18.000 |    0.5103
   4.580 |    90.000 |    81.097 |     18.000 |    0.5003
   4.590 |    90.000 |    81.277 |     18.000 |    0.4903
   4.600 |    90.000 |    81.457 |     18.000 |    0.4803
   4.610 |    90.000 |    81.637 |     18.000 |    0.4704
   4.620 |    90.000 |    81.817 |     18.000 |    0.4604
