TASK 3 - PHASE 6: CONTROL INTERFACE TELEMETRY
Structured output for Rajaryan (Control) + Dhruv (Data)
===============================================================================================

   Time | Active |  Phase |    State | Progress |  FL_hip |  FR_hip |  RL_hip |  RR_hip |   Failures
 12.310 |     RL |  SWING | MARGINAL |    0.879 |   -9.97 |   -9.70 |   12.62 |   -9.97 |       none
 12.320 |     RL |  SWING | MARGINAL |    0.880 |   -9.97 |   -9.70 |   12.75 |   -9.97 |       none
 12.330 |     RL |  SWING | MARGINAL |    0.881 |   -9.97 |   -9.71 |   12.88 |   -9.97 |       none
 12.340 |     RL |  SWING | MARGINAL |    0.881 |   -9.97 |   -9.71 |   13.00 |   -9.97 |       none
 12.350 |     RL |  SWING | MARGINAL |    0.882 |   -9.97 |   -9.72 |   13.12 |   -9.97 |       none
 12.360 |     RL |  SWING | MARGINAL |    0.883 |   -9.97 |   -9.72 |   13.25 |   -9.97 |       none
 12.370 |     RL |  SWING | MARGINAL |    0.884 |   -9.97 |   -9.73 |   13.38 |   -9.97 |       none
 12.380 |     RL |  SWING | MARGINAL |    0.884 |   -9.97 |   -9.73 |   13.50 |   -9.97 |       none
 12.390 |     RL |  SWING | MARGINAL |    0.885 |   -9.97 |   -9.73 |   13.62 |   -9.97 |       none
 12.400 |     RL |  SWING | MARGINAL |    0.886 |   -9.97 |   -9.74 |   13.75 |   -9.97 |       none
 12.410 |     RL |  SWING | MARGINAL |    0.886 |   -9.97 |   -9.74 |   13.88 |   -9.97 |       none
 12.420 |     RL |  SWING | MARGINAL |    0.887 |   -9.97 |   -9.75 |   14.00 |   -9.97 |       none
 12.430 |     RL |  SWING | MARGINAL |    0.888 |   -9.97 |   -9.75 |   14.12 |   -9.97 |       none
 12.440 |     RL |  SWING | MARGINAL |    0.889 |   -9.97 |   -9.76 |   14.25 |   -9.97 |       none
 12.450 |     RL |  SWING | MARGINAL |    0.889 |   -9.97 |   -9.76 |   14.38 |   -9.97 |       none
 12.460 |     RL |  SWING | MARGINAL |    0.890 |   -9.97 |   -9.76 |   14.50 |   -9.97 |       none
 12.470 |     RL |  SWING | MARGINAL |    0.891 |   -9.97 |   -9.77 |   14.62 |   -9.97 |       none
 12.480 |     RL |  SWING | MARGINAL |    0.891 |   -9.97 |   -9.77 |   14.75 |   -9.97 |       none
 12.490 |     RL |  SWING | MARGINAL |    0.892 |   -9.97 |   -9.78 |   14.88 |   -9.97 |       none
 12.500 |     RL | STANCE |   STABLE |    0.893 |   -9.97 |   -9.78 |   15.00 |   -9.97 |       none
 12.510 |     RL | STANCE |   STABLE |    0.894 |   -9.97 |   -9.78 |   14.88 |   -9.97 |       none
 12.520 |     RL | STANCE |   STABLE |    0.894 |   -9.97 |   -9.79 |   14.75 |   -9.97 |       none
 12.530 |     RL | STANCE |   STABLE |    0.895 |   -9.97 |   -9.79 |   14.62 |   -9.97 |       none
 12.540 |     RL | STANCE |   STABLE |    0.896 |   -9.97 |   -9.79 |   14.50 |   -9.97 |       none
 12.550 |     RL | STANCE |   STABLE |    0.896 |   -9.97 |   -9.80 |   14.38 |   -9.97 |       none
 12.560 |     RL | STANCE |   STABLE |    0.897 |   -9.97 |   -9.80 |   14.25 |   -9.97 |       none
 12.570 |     RL | STANCE |   STABLE |    0.898 |   -9.97 |   -9.80 |   14.12 |   -9.97 |       none
 12.580 |     RL | STANCE |   STABLE |    0.899 |   -9.97 |   -9.81 |   14.00 |   -9.97 |       none
 12.590 |     RL | STANCE |   STABLE |    0.899 |   -9.97 |   -9.81 |   13.88 |   -9.97 |       none
 12.600 |     RL | STANCE |   STABLE |    0.900 |   -9.97 |   -9.81 |   13.75 |   -9.97 |       none
 12.610 |     RL | STANCE |   STABLE |    0.901 |   -9.97 |   -9.81 |   13.62 |   -9.97 |       none
 12.620 |     RL | STANCE |   STABLE |    0.901 |   -9.97 |   -9.82 |   13.50 |   -9.97 |       none
 12.630 |     RL | STANCE |   STABLE |    0.902 |   -9.97 |   -9.82 |   13.38 |   -9.97 |       none
 12.640 |     RL | STANCE |   STABLE |    0.903 |   -9.97 |   -9.82 |   13.25 |   -9.97 |       none
 12.650 |     RL | STANCE |   STABLE |    0.904 |   -9.97 |   -9.83 |   13.12 |   -9.97 |       none
 12.660 |     RL | STANCE |   STABLE |    0.904 |   -9.97 |   -9.83 |   13.00 |   -9.97 |       none
 12.670 |     RL | STANCE |   STABLE |    0.905 |   -9.97 |   -9.83 |   12.88 |   -9.97 |       none
 12.680 |     RL | STANCE |   STABLE |    0.906 |   -9.97 |   -9.84 |   12.75 |   -9.97 |       none
 12.690 |     RL | STANCE |   STABLE |    0.906 |   -9.97 |   -9.84 |   12.62 |   -9.97 |       none
 12.700 |     RL | STANCE |   STABLE |    0.907 |   -9.97 |   -9.84 |   12.50 |   -9.97 |       none
 12.710 |     RL | STANCE |   STABLE |    0.908 |   -9.97 |   -9.85 |   12.38 |   -9.97 |       none
 12.720 |     RL | STANCE |   STABLE |    0.909 |   -9.97 |   -9.85 |   12.25 |   -9.97 |       none
 12.730 |     RL | STANCE |   STABLE |    0.909 |   -9.97 |   -9.85 |   12.12 |   -9.97 |       none
 12.740 |     RL | STANCE |   STABLE |    0.910 |   -9.97 |   -9.85 |   12.00 |   -9.97 |       none
 12.750 |     RL | STANCE |   STABLE |    0.911 |   -9.97 |   -9.86 |   11.88 |   -9.97 |       none
 12.760 |     RL | STANCE |   STABLE |    0.911 |   -9.97 |   -9.86 |   11.75 |   -9.97 |       none
 12.770 |     RL | STANCE |   STABLE |    0.912 |   -9.97 |   -9.86 |   11.62 |   -9.97 |       none
 12.780 |     RL | STANCE |   STABLE |    0.913 |   -9.97 |   -9.86 |   11.50 |   -9.97 |       none
 12.790 |     RL | STANCE |   STABLE |    0.914 |   -9.97 |   -9.86 |   11.38 |   -9.97 |       none
 12.800 |     RL | STANCE |   STABLE |    0.914 |   -9.97 |   -9.87 |   11.25 |   -9.97 |       none
 12.810 |     RL | STANCE |   STABLE |    0.915 |   -9.97 |   -9.87 |   11.12 |   -9.97 |       none
 12.820 |     RL | STANCE |   STABLE |    0.916 |   -9.97 |   -9.87 |   11.00 |   -9.97 |       none
 12.830 |     RL | STANCE |   STABLE |    0.916 |   -9.97 |   -9.87 |   10.88 |   -9.97 |       none
 12.840 |     RL | STANCE |   STABLE |    0.917 |   -9.97 |   -9.87 |   10.75 |   -9.97 |       none
 12.850 |     RL | STANCE |   STABLE |    0.918 |   -9.97 |   -9.88 |   10.62 |   -9.97 |       none
 12.860 |     RL | STANCE |   STABLE |    0.919 |   -9.97 |   -9.88 |   10.50 |   -9.97 |       none
 12.870 |     RL | STANCE |   STABLE |    0.919 |   -9.97 |   -9.88 |   10.38 |   -9.97 |       none
 12.880 |     RL | STANCE |   STABLE |    0.920 |   -9.97 |   -9.88 |   10.25 |   -9.97 |       none
 12.890 |     RL | STANCE |   STABLE |    0.921 |   -9.97 |   -9.88 |   10.12 |   -9.97 |       none
 12.900 |     RL | STANCE |   STABLE |    0.921 |   -9.97 |   -9.88 |   10.00 |   -9.97 |       none
 12.910 |     RL | STANCE |   STABLE |    0.922 |   -9.97 |   -9.89 |    9.88 |   -9.97 |       none
 12.920 |     RL | STANCE |   STABLE |    0.923 |   -9.97 |   -9.89 |    9.75 |   -9.97 |       none
 12.930 |     RL | STANCE |   STABLE |    0.924 |   -9.97 |   -9.89 |    9.62 |   -9.97 |       none
 12.940 |     RL | STANCE |   STABLE |    0.924 |   -9.97 |   -9.89 |    9.50 |   -9.97 |       none
 12.950 |     RL | STANCE |   STABLE |    0.925 |   -9.97 |   -9.89 |    9.38 |   -9.97 |       none
 12.960 |     RL | STANCE |   STABLE |    0.926 |   -9.97 |   -9.90 |    9.25 |   -9.97 |       none
 12.970 |     RL | STANCE |   STABLE |    0.926 |   -9.97 |   -9.90 |    9.12 |   -9.97 |       none
 12.980 |     RL | STANCE |   STABLE |    0.927 |   -9.97 |   -9.90 |    9.00 |   -9.97 |       none
 12.990 |     RL | STANCE |   STABLE |    0.928 |   -9.97 |   -9.90 |    8.88 |   -9.97 |       none
 13.000 |     RL | STANCE |   STABLE |    0.929 |   -9.97 |   -9.90 |    8.75 |   -9.97 |       none
 13.010 |     RL | STANCE |   STABLE |    0.929 |   -9.97 |   -9.91 |    8.62 |   -9.97 |       none
 13.020 |     RL | STANCE |   STABLE |    0.930 |   -9.97 |   -9.91 |    8.50 |   -9.97 |       none
 13.030 |     RL | STANCE |   STABLE |    0.931 |   -9.97 |   -9.91 |    8.38 |   -9.97 |       none
 13.040 |     RL | STANCE |   STABLE |    0.931 |   -9.97 |   -9.91 |    8.25 |   -9.97 |       none
 13.050 |     RL | STANCE |   STABLE |    0.932 |   -9.97 |   -9.91 |    8.12 |   -9.97 |       none
 13.060 |     RL | STANCE |   STABLE |    0.933 |   -9.97 |   -9.91 |    8.00 |   -9.97 |       none
 13.070 |     RL | STANCE |   STABLE |    0.934 |   -9.97 |   -9.91 |    7.88 |   -9.97 |       none
 13.080 |     RL | STANCE |   STABLE |    0.934 |   -9.97 |   -9.92 |    7.75 |   -9.97 |       none
 13.090 |     RL | STANCE |   STABLE |    0.935 |   -9.97 |   -9.92 |    7.62 |   -9.97 |       none
 13.100 |     RL | STANCE |   STABLE |    0.936 |   -9.97 |   -9.92 |    7.50 |   -9.97 |       none
 13.110 |     RL | STANCE |   STABLE |    0.936 |   -9.97 |   -9.92 |    7.38 |   -9.97 |       none
 13.120 |     RL | STANCE |   STABLE |    0.937 |   -9.97 |   -9.92 |    7.25 |   -9.97 |       none
 13.130 |     RL | STANCE |   STABLE |    0.938 |   -9.97 |   -9.92 |    7.12 |   -9.97 |       none
 13.140 |     RL | STANCE |   STABLE |    0.939 |   -9.97 |   -9.92 |    7.00 |   -9.97 |       none
 13.150 |     RL | STANCE |   STABLE |    0.939 |   -9.97 |   -9.92 |    6.88 |   -9.97 |       none
 13.160 |     RL | STANCE |   STABLE |    0.940 |   -9.97 |   -9.92 |    6.75 |   -9.97 |       none
 13.170 |     RL | STANCE |   STABLE |    0.941 |   -9.97 |   -9.93 |    6.62 |   -9.97 |       none
 13.180 |     RL | STANCE |   STABLE |    0.941 |   -9.97 |   -9.93 |    6.50 |   -9.97 |       none
 13.190 |     RL | STANCE |   STABLE |    0.942 |   -9.97 |   -9.93 |    6.38 |   -9.97 |       none
 13.200 |     RL | STANCE |   STABLE |    0.943 |   -9.97 |   -9.93 |    6.25 |   -9.97 |       none
 13.210 |     RL | STANCE |   STABLE |    0.944 |   -9.97 |   -9.93 |    6.12 |   -9.97 |       none
 13.220 |     RL | STANCE |   STABLE |    0.944 |   -9.97 |   -9.93 |    6.00 |   -9.97 |       none
 13.230 |     RL | STANCE |   STABLE |    0.945 |   -9.97 |   -9.93 |    5.88 |   -9.97 |       none
 13.240 |     RL | STANCE |   STABLE |    0.946 |   -9.97 |   -9.93 |    5.75 |   -9.97 |       none
 13.250 |     RL | STANCE |   STABLE |    0.946 |   -9.97 |   -9.93 |    5.62 |   -9.97 |       none
 13.260 |     RL | STANCE |   STABLE |    0.947 |   -9.97 |   -9.93 |    5.50 |   -9.97 |       none
 13.270 |     RL | STANCE |   STABLE |    0.948 |   -9.97 |   -9.94 |    5.38 |   -9.97 |       none
 13.280 |     RL | STANCE |   STABLE |    0.949 |   -9.97 |   -9.94 |    5.25 |   -9.97 |       none
 13.290 |     RL | STANCE |   STABLE |    0.949 |   -9.97 |   -9.94 |    5.12 |   -9.97 |       none
 13.300 |     RL | STANCE |   STABLE |    0.950 |   -9.97 |   -9.94 |    5.00 |   -9.97 |       none
 13.310 |     RL | STANCE |   STABLE |    0.951 |   -9.97 |   -9.94 |    4.88 |   -9.97 |       none
 13.320 |     RL | STANCE |   STABLE |    0.951 |   -9.97 |   -9.94 |    4.75 |   -9.97 |       none
 13.330 |     RL | STANCE |   STABLE |    0.952 |   -9.97 |   -9.94 |    4.62 |   -9.97 |       none
 13.340 |     RL | STANCE |   STABLE |    0.953 |   -9.97 |   -9.94 |    4.50 |   -9.97 |       none
 13.350 |     RL | STANCE |   STABLE |    0.954 |   -9.97 |   -9.94 |    4.38 |   -9.97 |       none
 13.360 |     RL | STANCE |   STABLE |    0.954 |   -9.97 |   -9.94 |    4.25 |   -9.97 |       none
 13.370 |     RL | STANCE |   STABLE |    0.955 |   -9.97 |   -9.95 |    4.12 |   -9.97 |       none
 13.380 |     RL | STANCE |   STABLE |    0.956 |   -9.97 |   -9.95 |    4.00 |   -9.97 |       none
 13.390 |     RL | STANCE |   STABLE |    0.956 |   -9.97 |   -9.95 |    3.88 |   -9.97 |       none
 13.400 |     RL | STANCE |   STABLE |    0.957 |   -9.97 |   -9.95 |    3.75 |   -9.97 |       none
 13.410 |     RL | STANCE |   STABLE |    0.958 |   -9.97 |   -9.95 |    3.62 |   -9.97 |       none
 13.420 |     RL | STANCE |   STABLE |    0.959 |   -9.97 |   -9.95 |    3.50 |   -9.97 |       none
 13.430 |     RL | STANCE |   STABLE |    0.959 |   -9.97 |   -9.95 |    3.38 |   -9.97 |       none
 13.440 |     RL | STANCE |   STABLE |    0.960 |   -9.97 |   -9.95 |    3.25 |   -9.97 |       none
 13.450 |     RL | STANCE |   STABLE |    0.961 |   -9.97 |   -9.95 |    3.12 |   -9.97 |       none
 13.460 |     RL | STANCE |   STABLE |    0.961 |   -9.97 |   -9.95 |    3.00 |   -9.97 |       none
 13.470 |     RL | STANCE |   STABLE |    0.962 |   -9.97 |   -9.96 |    2.88 |   -9.97 |       none
 13.480 |     RL | STANCE |   STABLE |    0.963 |   -9.97 |   -9.96 |    2.75 |   -9.97 |       none
 13.490 |     RL | STANCE |   STABLE |    0.964 |   -9.97 |   -9.96 |    2.62 |   -9.97 |       none
 13.500 |     RL | STANCE |   STABLE |    0.964 |   -9.97 |   -9.96 |    2.50 |   -9.97 |       none
 13.510 |     RL | STANCE |   STABLE |    0.965 |   -9.97 |   -9.96 |    2.38 |   -9.97 |       none
 13.520 |     RL | STANCE |   STABLE |    0.966 |   -9.97 |   -9.96 |    2.25 |   -9.97 |       none
 13.530 |     RL | STANCE |   STABLE |    0.966 |   -9.97 |   -9.96 |    2.12 |   -9.97 |       none
 13.540 |     RL | STANCE |   STABLE |    0.967 |   -9.97 |   -9.96 |    2.00 |   -9.97 |       none
 13.550 |     RL | STANCE |   STABLE |    0.968 |   -9.97 |   -9.96 |    1.88 |   -9.97 |       none
 13.560 |     RL | STANCE |   STABLE |    0.969 |   -9.97 |   -9.96 |    1.75 |   -9.97 |       none
 13.570 |     RL | STANCE |   STABLE |    0.969 |   -9.97 |   -9.96 |    1.62 |   -9.97 |       none
 13.580 |     RL | STANCE |   STABLE |    0.970 |   -9.97 |   -9.97 |    1.50 |   -9.97 |       none
 13.590 |     RL | STANCE |   STABLE |    0.971 |   -9.97 |   -9.97 |    1.38 |   -9.97 |       none
 13.600 |     RL | STANCE |   STABLE |    0.971 |   -9.97 |   -9.97 |    1.25 |   -9.97 |       none
 13.610 |     RL | STANCE |   STABLE |    0.972 |   -9.97 |   -9.97 |    1.12 |   -9.97 |       none
 13.620 |     RL | STANCE |   STABLE |    0.973 |   -9.97 |   -9.97 |    1.00 |   -9.97 |       none
 13.630 |     RL | STANCE |   STABLE |    0.974 |   -9.97 |   -9.97 |    0.88 |   -9.97 |       none
 13.640 |     RL | STANCE |   STABLE |    0.974 |   -9.97 |   -9.97 |    0.75 |   -9.97 |       none
 13.650 |     RL | STANCE |   STABLE |    0.975 |   -9.97 |   -9.97 |    0.62 |   -9.97 |       none
 13.660 |     RL | STANCE |   STABLE |    0.976 |   -9.97 |   -9.97 |    0.50 |   -9.97 |       none
 13.670 |     RL | STANCE |   STABLE |    0.976 |   -9.97 |   -9.97 |    0.38 |   -9.97 |       none
 13.680 |     RL | STANCE |   STABLE |    0.977 |   -9.97 |   -9.97 |    0.25 |   -9.97 |       none
 13.690 |     RL | STANCE |   STABLE |    0.978 |   -9.97 |   -9.97 |    0.12 |   -9.97 |       none
 13.700 |     RL | STANCE |   STABLE |    0.979 |   -9.97 |   -9.97 |    0.00 |   -9.97 |       none
 13.710 |     RL | STANCE |   STABLE |    0.979 |   -9.97 |   -9.97 |   -0.12 |   -9.97 |       none
 13.720 |     RL | STANCE |   STABLE |    0.980 |   -9.97 |   -9.97 |   -0.25 |   -9.97 |       none
 13.730 |     RL | STANCE |   STABLE |    0.981 |   -9.97 |   -9.97 |   -0.38 |   -9.97 |       none
 13.740 |     RL | STANCE |   STABLE |    0.981 |   -9.97 |   -9.97 |   -0.50 |   -9.97 |       none
 13.750 |     RL | STANCE |   STABLE |    0.982 |   -9.97 |   -9.97 |   -0.62 |   -9.97 |       none
 13.760 |     RL | STANCE |   STABLE |    0.983 |   -9.97 |   -9.97 |   -0.75 |   -9.97 |       none
 13.770 |     RL | STANCE |   STABLE |    0.984 |   -9.97 |   -9.97 |   -0.88 |   -9.97 |       none
 13.780 |     RL | STANCE |   STABLE |    0.984 |   -9.97 |   -9.97 |   -1.00 |   -9.97 |       none
 13.790 |     RL | STANCE |   STABLE |    0.985 |   -9.97 |   -9.97 |   -1.12 |   -9.97 |       none
 13.800 |     RL | STANCE |   STABLE |    0.986 |   -9.97 |   -9.97 |   -1.25 |   -9.97 |       none
 13.810 |     RL | STANCE |   STABLE |    0.986 |   -9.97 |   -9.97 |   -1.38 |   -9.97 |       none
 13.820 |     RL | STANCE |   STABLE |    0.987 |   -9.97 |   -9.97 |   -1.50 |   -9.97 |       none
 13.830 |     RL | STANCE |   STABLE |    0.988 |   -9.97 |   -9.97 |   -1.62 |   -9.97 |       none
 13.840 |     RL | STANCE |   STABLE |    0.989 |   -9.97 |   -9.97 |   -1.75 |   -9.97 |       none
 13.850 |     RL | STANCE |   STABLE |    0.989 |   -9.97 |   -9.97 |   -1.88 |   -9.97 |       none
 13.860 |     RL | STANCE |   STABLE |    0.990 |   -9.97 |   -9.97 |   -2.00 |   -9.97 |       none
 13.870 |     RL | STANCE |   STABLE |    0.991 |   -9.97 |   -9.97 |   -2.12 |   -9.97 |       none
 13.880 |     RL | STANCE |   STABLE |    0.991 |   -9.97 |   -9.97 |   -2.25 |   -9.97 |       none
 13.890 |     RL | STANCE |   STABLE |    0.992 |   -9.97 |   -9.97 |   -2.38 |   -9.97 |       none
 13.900 |     RL | STANCE |   STABLE |    0.993 |   -9.97 |   -9.97 |   -2.50 |   -9.97 |       none
 13.910 |     RL | STANCE |   STABLE |    0.994 |   -9.97 |   -9.97 |   -2.62 |   -9.97 |       none
 13.920 |     RL | STANCE |   STABLE |    0.994 |   -9.97 |   -9.97 |   -2.75 |   -9.97 |       none
 13.930 |     RL | STANCE |   STABLE |    0.995 |   -9.97 |   -9.97 |   -2.87 |   -9.97 |       none
 13.940 |     RL | STANCE |   STABLE |    0.996 |   -9.97 |   -9.97 |   -2.99 |   -9.97 |       none
 13.950 |     RL | STANCE |   STABLE |    0.996 |   -9.97 |   -9.97 |   -3.10 |   -9.97 |       none
 13.960 |     RL | STANCE |   STABLE |    0.997 |   -9.97 |   -9.97 |   -3.22 |   -9.97 |       none
 13.970 |     RL | STANCE |   STABLE |    0.998 |   -9.97 |   -9.97 |   -3.33 |   -9.97 |       none
 13.980 |     RL | STANCE |   STABLE |    0.999 |   -9.97 |   -9.97 |   -3.44 |   -9.97 |       none
 13.990 |     RL | STANCE |   STABLE |    0.999 |   -9.97 |   -9.97 |   -3.55 |   -9.97 |       none
 14.000 |     RL |  SWING | MARGINAL |    0.000 |   -9.97 |   -9.97 |   -3.66 |   -9.97 |       none
 14.010 |     FL |  SWING | MARGINAL |    0.001 |   -9.85 |   -9.97 |   -3.77 |   -9.97 |       none
 14.020 |     FL |  SWING | MARGINAL |    0.001 |   -9.72 |   -9.97 |   -3.87 |   -9.97 |       none
 14.030 |     FL |  SWING | MARGINAL |    0.002 |   -9.60 |   -9.97 |   -3.97 |   -9.97 |       none
 14.040 |     FL |  SWING | MARGINAL |    0.003 |   -9.47 |   -9.97 |   -4.07 |   -9.97 |       none
 14.050 |     FL |  SWING | UNSTABLE |    0.004 |   -9.35 |   -9.97 |   -4.17 |   -9.97 |       none
 14.060 |     FL |  SWING | UNSTABLE |    0.004 |   -9.22 |   -9.97 |   -4.27 |   -9.97 |       none
 14.070 |     FL |  SWING | UNSTABLE |    0.005 |   -9.10 |   -9.97 |   -4.36 |   -9.97 |       none
 14.080 |     FL |  SWING | UNSTABLE |    0.006 |   -8.97 |   -9.97 |   -4.46 |   -9.97 |       none
 14.090 |     FL |  SWING | UNSTABLE |    0.006 |   -8.85 |   -9.97 |   -4.55 |   -9.97 |       none
 14.100 |     FL |  SWING | UNSTABLE |    0.007 |   -8.72 |   -9.97 |   -4.64 |   -9.97 |       none
 14.110 |     FL |  SWING | UNSTABLE |    0.008 |   -8.60 |   -9.97 |   -4.73 |   -9.97 |       none
 14.120 |     FL |  SWING | UNSTABLE |    0.009 |   -8.47 |   -9.97 |   -4.82 |   -9.97 |       none
 14.130 |     FL |  SWING | UNSTABLE |    0.009 |   -8.35 |   -9.97 |   -4.90 |   -9.97 |       none
 14.140 |     FL |  SWING | UNSTABLE |    0.010 |   -8.22 |   -9.97 |   -4.99 |   -9.97 |       none
 14.150 |     FL |  SWING | UNSTABLE |    0.011 |   -8.10 |   -9.97 |   -5.07 |   -9.97 |       none
 14.160 |     FL |  SWING | UNSTABLE |    0.011 |   -7.97 |   -9.97 |   -5.16 |   -9.97 |       none
 14.170 |     FL |  SWING | UNSTABLE |    0.012 |   -7.85 |   -9.97 |   -5.24 |   -9.97 |       none
 14.180 |     FL |  SWING | UNSTABLE |    0.013 |   -7.72 |   -9.97 |   -5.32 |   -9.97 |       none
 14.190 |     FL |  SWING | UNSTABLE |    0.014 |   -7.60 |   -9.97 |   -5.39 |   -9.97 |       none
 14.200 |     FL |  SWING | UNSTABLE |    0.014 |   -7.47 |   -9.97 |   -5.47 |   -9.97 |       none
 14.210 |     FL |  SWING | UNSTABLE |    0.015 |   -7.35 |   -9.97 |   -5.54 |   -9.97 |       none
 14.220 |     FL |  SWING | UNSTABLE |    0.016 |   -7.22 |   -9.97 |   -5.62 |   -9.97 |       none
 14.230 |     FL |  SWING | UNSTABLE |    0.016 |   -7.10 |   -9.97 |   -5.69 |   -9.97 |       none
 14.240 |     FL |  SWING | UNSTABLE |    0.017 |   -6.97 |   -9.97 |   -5.76 |   -9.97 |       none
 14.250 |     FL |  SWING | UNSTABLE |    0.018 |   -6.85 |   -9.97 |   -5.83 |   -9.97 |       none
 14.260 |     FL |  SWING | UNSTABLE |    0.019 |   -6.72 |   -9.97 |   -5.90 |   -9.97 |       none
 14.270 |     FL |  SWING | UNSTABLE |    0.019 |   -6.60 |   -9.97 |   -5.97 |   -9.97 |       none
 14.280 |     FL |  SWING | UNSTABLE |    0.020 |   -6.47 |   -9.97 |   -6.04 |   -9.97 |       none
 14.290 |     FL |  SWING | UNSTABLE |    0.021 |   -6.35 |   -9.97 |   -6.11 |   -9.97 |       none
 14.300 |     FL |  SWING | UNSTABLE |    0.021 |   -6.22 |   -9.97 |   -6.17 |   -9.97 |       none
 14.310 |     FL |  SWING | UNSTABLE |    0.022 |   -6.10 |   -9.97 |   -6.23 |   -9.97 |       none
 14.320 |     FL |  SWING | UNSTABLE |    0.023 |   -5.97 |   -9.97 |   -6.30 |   -9.97 |       none
 14.330 |     FL |  SWING | UNSTABLE |    0.024 |   -5.85 |   -9.97 |   -6.36 |   -9.97 |       none
 14.340 |     FL |  SWING | UNSTABLE |    0.024 |   -5.72 |   -9.97 |   -6.42 |   -9.97 |       none
 14.350 |     FL |  SWING | UNSTABLE |    0.025 |   -5.60 |   -9.97 |   -6.48 |   -9.97 |       none
 14.360 |     FL |  SWING | UNSTABLE |    0.026 |   -5.47 |   -9.97 |   -6.54 |   -9.97 |       none
 14.370 |     FL |  SWING | UNSTABLE |    0.026 |   -5.35 |   -9.97 |   -6.60 |   -9.97 |       none
 14.380 |     FL |  SWING | UNSTABLE |    0.027 |   -5.22 |   -9.97 |   -6.65 |   -9.97 |       none
 14.390 |     FL |  SWING | UNSTABLE |    0.028 |   -5.10 |   -9.97 |   -6.71 |   -9.97 |       none
 14.400 |     FL |  SWING | UNSTABLE |    0.029 |   -4.97 |   -9.97 |   -6.76 |   -9.97 |       none
 14.410 |     FL |  SWING | UNSTABLE |    0.029 |   -4.85 |   -9.97 |   -6.82 |   -9.97 |       none
 14.420 |     FL |  SWING | UNSTABLE |    0.030 |   -4.72 |   -9.97 |   -6.87 |   -9.97 |       none
 14.430 |     FL |  SWING | UNSTABLE |    0.031 |   -4.60 |   -9.97 |   -6.92 |   -9.97 |       none
 14.440 |     FL |  SWING | UNSTABLE |    0.031 |   -4.47 |   -9.97 |   -6.97 |   -9.97 |       none
 14.450 |     FL |  SWING | UNSTABLE |    0.032 |   -4.35 |   -9.97 |   -7.03 |   -9.97 |       none
 14.460 |     FL |  SWING | UNSTABLE |    0.033 |   -4.22 |   -9.97 |   -7.08 |   -9.97 |       none
 14.470 |     FL |  SWING | UNSTABLE |    0.034 |   -4.10 |   -9.97 |   -7.12 |   -9.97 |       none
 14.480 |     FL |  SWING | UNSTABLE |    0.034 |   -3.97 |   -9.97 |   -7.17 |   -9.97 |       none
 14.490 |     FL |  SWING | UNSTABLE |    0.035 |   -3.85 |   -9.97 |   -7.22 |   -9.97 |       none
 14.500 |     FL |  SWING | UNSTABLE |    0.036 |   -3.72 |   -9.97 |   -7.26 |   -9.97 |       none
 14.510 |     FL |  SWING | UNSTABLE |    0.036 |   -3.60 |   -9.97 |   -7.31 |   -9.97 |       none
 14.520 |     FL |  SWING | UNSTABLE |    0.037 |   -3.47 |   -9.97 |   -7.36 |   -9.97 |       none
 14.530 |     FL |  SWING | UNSTABLE |    0.038 |   -3.35 |   -9.97 |   -7.40 |   -9.97 |       none
 14.540 |     FL |  SWING | UNSTABLE |    0.039 |   -3.22 |   -9.97 |   -7.44 |   -9.97 |       none
 14.550 |     FL |  SWING | UNSTABLE |    0.039 |   -3.10 |   -9.97 |   -7.49 |   -9.97 |       none
 14.560 |     FL |  SWING | UNSTABLE |    0.040 |   -2.97 |   -9.97 |   -7.53 |   -9.97 |       none
 14.570 |     FL |  SWING | UNSTABLE |    0.041 |   -2.85 |   -9.97 |   -7.57 |   -9.97 |       none
 14.580 |     FL |  SWING | UNSTABLE |    0.041 |   -2.72 |   -9.97 |   -7.61 |   -9.97 |       none
 14.590 |     FL |  SWING | UNSTABLE |    0.042 |   -2.60 |   -9.97 |   -7.65 |   -9.97 |       none
 14.600 |     FL |  SWING | UNSTABLE |    0.043 |   -2.47 |   -9.97 |   -7.69 |   -9.97 |       none
 14.610 |     FL |  SWING | UNSTABLE |    0.044 |   -2.35 |   -9.97 |   -7.73 |   -9.97 |       none
 14.620 |     FL |  SWING | UNSTABLE |    0.044 |   -2.22 |   -9.97 |   -7.77 |   -9.97 |       none
 14.630 |     FL |  SWING | UNSTABLE |    0.045 |   -2.10 |   -9.97 |   -7.80 |   -9.97 |       none
 14.640 |     FL |  SWING | UNSTABLE |    0.046 |   -1.97 |   -9.97 |   -7.84 |   -9.97 |       none
 14.650 |     FL |  SWING | UNSTABLE |    0.046 |   -1.85 |   -9.97 |   -7.88 |   -9.97 |       none
 14.660 |     FL |  SWING | UNSTABLE |    0.047 |   -1.72 |   -9.97 |   -7.91 |   -9.97 |       none
 14.670 |     FL |  SWING | UNSTABLE |    0.048 |   -1.60 |   -9.97 |   -7.95 |   -9.97 |       none
 14.680 |     FL |  SWING | UNSTABLE |    0.049 |   -1.47 |   -9.97 |   -7.98 |   -9.97 |       none
 14.690 |     FL |  SWING | UNSTABLE |    0.049 |   -1.35 |   -9.97 |   -8.01 |   -9.97 |       none
