PHASE 7 - MASTER ANALYSIS LOG
Complete System Behavior — All Scenarios
=================================================================

SCENARIO: Ideal baseline
Final angle      : 91.401 deg
Final temperature: 25.0 C
Final performance: 1.000x
    Time |  Command |   Actual |    Error |   Velocity
   0.040 |   90.000 |    0.000 |   90.000 |      0.000
   0.050 |   90.000 |    0.000 |   90.000 |      0.000
   0.060 |   90.000 |    0.000 |   90.000 |      0.000
   0.070 |   90.000 |    0.000 |   90.000 |      0.000
   0.080 |   90.000 |    0.000 |   90.000 |      0.000
   0.090 |   90.000 |    0.000 |   90.000 |      0.000
   0.100 |   90.000 |    0.000 |   90.000 |      0.000
   0.110 |   90.000 |    0.000 |   90.000 |      0.000
   0.120 |   90.000 |    0.000 |   90.000 |      0.000
   0.130 |   90.000 |    0.000 |   90.000 |      0.000
   0.140 |   90.000 |    0.000 |   90.000 |      0.000
   0.150 |   90.000 |    0.000 |   90.000 |      0.000
   0.160 |   90.000 |    0.000 |   90.000 |      0.000
   0.170 |   90.000 |    0.000 |   90.000 |      0.000
   0.180 |   90.000 |    0.000 |   90.000 |      0.000
   0.190 |   90.000 |    0.000 |   90.000 |      0.000
   0.200 |   90.000 |    0.000 |   90.000 |      0.000
   0.210 |   90.000 |    0.000 |   90.000 |      0.000
   0.220 |   90.000 |    0.000 |   90.000 |      0.000
   0.230 |   90.000 |    0.000 |   90.000 |      0.000
   0.240 |   90.000 |    0.000 |   90.000 |      0.000
   0.250 |   90.000 |    0.000 |   90.000 |      0.000
   0.260 |   90.000 |    0.000 |   90.000 |      0.000
   0.270 |   90.000 |    0.000 |   90.000 |      0.000
   0.280 |   90.000 |    0.000 |   90.000 |      0.000
   0.290 |   90.000 |    0.000 |   90.000 |      0.000
   0.300 |   90.000 |    0.000 |   90.000 |      0.000
   0.310 |   90.000 |    0.000 |   90.000 |      0.000
   0.320 |   90.000 |    0.000 |   90.000 |      0.000
   0.330 |   90.000 |    0.000 |   90.000 |      0.000
   0.340 |   90.000 |    0.000 |   90.000 |      0.000
   0.350 |   90.000 |    0.000 |   90.000 |      0.000
   0.360 |   90.000 |    0.000 |   90.000 |      0.000
   0.370 |   90.000 |    0.000 |   90.000 |      0.000
   0.380 |   90.000 |    0.000 |   90.000 |      0.000
   0.390 |   90.000 |    0.000 |   90.000 |      0.000
   0.400 |   90.000 |    0.000 |   90.000 |      0.000
   0.410 |   90.000 |    0.000 |   90.000 |      0.000
   0.420 |   90.000 |    0.000 |   90.000 |      0.000
   0.430 |   90.000 |    0.000 |   90.000 |      0.000
   0.440 |   90.000 |    0.000 |   90.000 |      0.000
   0.450 |   90.000 |    0.000 |   90.000 |      0.000
   0.460 |   90.000 |    0.000 |   90.000 |      0.000
   0.470 |   90.000 |    0.000 |   90.000 |      0.000
   0.480 |   90.000 |    0.000 |   90.000 |      0.000
   0.490 |   90.000 |    0.000 |   90.000 |      0.000
   0.500 |   90.000 |    0.000 |   90.000 |      0.000
   0.510 |   90.000 |    0.000 |   90.000 |      0.000
   0.520 |   90.000 |    0.000 |   90.000 |      0.000
   0.530 |   90.000 |    0.000 |   90.000 |      0.000
   0.540 |   90.000 |    0.000 |   90.000 |      0.000
   0.550 |   90.000 |    0.000 |   90.000 |      0.000
   0.560 |   90.000 |    0.000 |   90.000 |      0.000
   0.570 |   90.000 |    0.000 |   90.000 |      0.000
   0.580 |   90.000 |    0.000 |   90.000 |      0.000
   0.590 |   90.000 |    0.000 |   90.000 |      0.000
   0.600 |   90.000 |    0.000 |   90.000 |      0.000
   0.610 |   90.000 |    0.000 |   90.000 |      0.000
   0.620 |   90.000 |    0.000 |   90.000 |      0.000
   0.630 |   90.000 |    0.000 |   90.000 |      0.000
   0.640 |   90.000 |    0.000 |   90.000 |      0.000
   0.650 |   90.000 |    0.000 |   90.000 |      0.000
   0.660 |   90.000 |    0.000 |   90.000 |      0.000
   0.670 |   90.000 |    0.000 |   90.000 |      0.000
   0.680 |   90.000 |    0.000 |   90.000 |      0.000
   0.690 |   90.000 |    0.000 |   90.000 |      0.000
   0.700 |   90.000 |    0.000 |   90.000 |      0.000
   0.710 |   90.000 |    0.000 |   90.000 |      0.000
   0.720 |   90.000 |    0.000 |   90.000 |      0.000
   0.730 |   90.000 |    0.000 |   90.000 |      0.000
   0.740 |   90.000 |    0.000 |   90.000 |      0.000
   0.750 |   90.000 |    0.000 |   90.000 |      0.000
   0.760 |   90.000 |    0.000 |   90.000 |      0.000
   0.770 |   90.000 |    0.000 |   90.000 |      0.000
   0.780 |   90.000 |    0.000 |   90.000 |      0.000
   0.790 |   90.000 |    0.000 |   90.000 |      0.000
   0.800 |   90.000 |    0.000 |   90.000 |      0.000
   0.810 |   90.000 |    0.000 |   90.000 |      0.000
   0.820 |   90.000 |    0.000 |   90.000 |      0.000
   0.830 |   90.000 |    0.000 |   90.000 |      0.000
   0.840 |   90.000 |    0.000 |   90.000 |      0.000
   0.850 |   90.000 |    0.000 |   90.000 |      0.000
   0.860 |   90.000 |    0.000 |   90.000 |      0.000
   0.870 |   90.000 |    0.000 |   90.000 |      0.000
   0.880 |   90.000 |    0.000 |   90.000 |      0.000
   0.890 |   90.000 |    0.000 |   90.000 |      0.000
   0.900 |   90.000 |    0.000 |   90.000 |      0.000
   0.910 |   90.000 |    0.000 |   90.000 |      0.000
   0.920 |   90.000 |    0.000 |   90.000 |      0.000
   0.930 |   90.000 |    0.000 |   90.000 |      0.000
   0.940 |   90.000 |    0.000 |   90.000 |      0.000
   0.950 |   90.000 |    0.000 |   90.000 |      0.000
   0.960 |   90.000 |    0.000 |   90.000 |      0.000
   0.970 |   90.000 |    0.000 |   90.000 |      0.000
   0.980 |   90.000 |    0.000 |   90.000 |      0.000
   0.990 |   90.000 |    0.000 |   90.000 |      0.000
   1.000 |   90.000 |    0.000 |   90.000 |      0.000
   1.010 |   90.000 |    0.000 |   90.000 |      0.000
   1.020 |   90.000 |    0.000 |   90.000 |      0.000
   1.030 |   90.000 |    0.000 |   90.000 |      0.000
   1.040 |   90.000 |    0.000 |   90.000 |      0.000
   1.050 |   90.000 |    0.000 |   90.000 |      0.000
   1.060 |   90.000 |    0.000 |   90.000 |      0.000
   1.070 |   90.000 |    0.000 |   90.000 |      0.000
   1.080 |   90.000 |    0.000 |   90.000 |      0.000
   1.090 |   90.000 |    0.000 |   90.000 |      0.000
   1.100 |   90.000 |    0.000 |   90.000 |      0.000
   1.110 |   90.000 |    0.000 |   90.000 |      0.000
   1.120 |   90.000 |    0.000 |   90.000 |      0.000
   1.130 |   90.000 |    0.000 |   90.000 |      0.000
   1.140 |   90.000 |    0.000 |   90.000 |      0.000
   1.150 |   90.000 |    0.000 |   90.000 |      0.000
   1.160 |   90.000 |    0.000 |   90.000 |      0.000
   1.170 |   90.000 |    0.000 |   90.000 |      0.000
   1.180 |   90.000 |    0.000 |   90.000 |      0.000
   1.190 |   90.000 |    0.000 |   90.000 |      0.000
   1.200 |   90.000 |    0.000 |   90.000 |      0.000
   1.210 |   90.000 |    0.000 |   90.000 |      0.000
   1.220 |   90.000 |    0.000 |   90.000 |      0.000
   1.230 |   90.000 |    0.000 |   90.000 |      0.000
   1.240 |   90.000 |    0.000 |   90.000 |      0.000
   1.250 |   90.000 |    0.000 |   90.000 |      0.000
   1.260 |   90.000 |    0.000 |   90.000 |      0.000
   1.270 |   90.000 |    0.000 |   90.000 |      0.000
   1.280 |   90.000 |    0.000 |   90.000 |      0.000
   1.290 |   90.000 |    0.000 |   90.000 |      0.000
   1.300 |   90.000 |    0.000 |   90.000 |      0.000
   1.310 |   90.000 |    0.000 |   90.000 |      0.000
   1.320 |   90.000 |    0.000 |   90.000 |      0.000
   1.330 |   90.000 |    0.000 |   90.000 |      0.000
   1.340 |   90.000 |    0.000 |   90.000 |      0.000
   1.350 |   90.000 |    0.000 |   90.000 |      0.000
   1.360 |   90.000 |    0.000 |   90.000 |      0.000
   1.370 |   90.000 |    0.000 |   90.000 |      0.000
   1.380 |   90.000 |    0.000 |   90.000 |      0.000
   1.390 |   90.000 |    0.000 |   90.000 |      0.000
   1.400 |   90.000 |    0.000 |   90.000 |      0.000
   1.410 |   90.000 |    0.000 |   90.000 |      0.000
   1.420 |   90.000 |    0.000 |   90.000 |      0.000
   1.430 |   90.000 |    0.000 |   90.000 |      0.000
   1.440 |   90.000 |    0.000 |   90.000 |      0.000
   1.450 |   90.000 |    0.000 |   90.000 |      0.000
   1.460 |   90.000 |    0.000 |   90.000 |      0.000
   1.470 |   90.000 |    0.000 |   90.000 |      0.000
   1.480 |   90.000 |    0.000 |   90.000 |      0.000
   1.490 |   90.000 |    0.000 |   90.000 |      0.000
   1.500 |   90.000 |    0.000 |   90.000 |      0.000
   1.510 |   90.000 |    0.000 |   90.000 |      0.000
   1.520 |   90.000 |    0.000 |   90.000 |      0.000
   1.530 |   90.000 |    0.000 |   90.000 |      0.000
   1.540 |   90.000 |    0.000 |   90.000 |      0.000
   1.550 |   90.000 |    0.000 |   90.000 |      0.000
   1.560 |   90.000 |    0.000 |   90.000 |      0.000
   1.570 |   90.000 |    0.000 |   90.000 |      0.000
   1.580 |   90.000 |    0.000 |   90.000 |      0.000
   1.590 |   90.000 |    0.000 |   90.000 |      0.000
   1.600 |   90.000 |    0.000 |   90.000 |      0.000
   1.610 |   90.000 |    0.000 |   90.000 |      0.000
   1.620 |   90.000 |    0.000 |   90.000 |      0.000
   1.630 |   90.000 |    0.000 |   90.000 |      0.000
   1.640 |   90.000 |    0.000 |   90.000 |      0.000
   1.650 |   90.000 |    0.000 |   90.000 |      0.000
   1.660 |   90.000 |    0.000 |   90.000 |      0.000
   1.670 |   90.000 |    0.000 |   90.000 |      0.000
   1.680 |   90.000 |    0.000 |   90.000 |      0.000
   1.690 |   90.000 |    0.000 |   90.000 |      0.000
   1.700 |   90.000 |    0.000 |   90.000 |      0.000
   1.710 |   90.000 |    0.000 |   90.000 |      0.000
   1.720 |   90.000 |    0.000 |   90.000 |      0.000
   1.730 |   90.000 |    0.000 |   90.000 |      0.000
   1.740 |   90.000 |    0.000 |   90.000 |      0.000
   1.750 |   90.000 |    0.000 |   90.000 |      0.000
   1.760 |   90.000 |    0.000 |   90.000 |      0.000
   1.770 |   90.000 |    0.000 |   90.000 |      0.000
   1.780 |   90.000 |    0.000 |   90.000 |      0.000
   1.790 |   90.000 |    0.000 |   90.000 |      0.000
   1.800 |   90.000 |    0.000 |   90.000 |      0.000
   1.810 |   90.000 |    0.000 |   90.000 |      0.000
   1.820 |   90.000 |    0.000 |   90.000 |      0.000
   1.830 |   90.000 |    0.000 |   90.000 |      0.000
   1.840 |   90.000 |    0.000 |   90.000 |      0.000
   1.850 |   90.000 |    0.000 |   90.000 |      0.000
   1.860 |   90.000 |    0.000 |   90.000 |      0.000
   1.870 |   90.000 |    0.000 |   90.000 |      0.000
   1.880 |   90.000 |    0.000 |   90.000 |      0.000
   1.890 |   90.000 |    0.000 |   90.000 |      0.000
   1.900 |   90.000 |    0.000 |   90.000 |      0.000
   1.910 |   90.000 |    0.000 |   90.000 |      0.000
   1.920 |   90.000 |    0.000 |   90.000 |      0.000
   1.930 |   90.000 |    0.000 |   90.000 |      0.000
   1.940 |   90.000 |    0.000 |   90.000 |      0.000
   1.950 |   90.000 |    0.000 |   90.000 |      0.000
   1.960 |   90.000 |    0.000 |   90.000 |      0.000
   1.970 |   90.000 |    0.000 |   90.000 |      0.000
   1.980 |   90.000 |    0.000 |   90.000 |      0.000
   1.990 |   90.000 |    0.000 |   90.000 |      0.000
   2.000 |   90.000 |    0.000 |   90.000 |      0.000
   2.010 |   90.000 |    0.000 |   90.000 |      0.000
   2.020 |   90.000 |    0.000 |   90.000 |      0.000
   2.030 |   90.000 |    0.000 |   90.000 |      0.000
   2.040 |   90.000 |    0.000 |   90.000 |      0.000
   2.050 |   90.000 |    0.000 |   90.000 |      0.000
   2.060 |   90.000 |    0.000 |   90.000 |      0.000
   2.070 |   90.000 |    0.000 |   90.000 |      0.000
   2.080 |   90.000 |    0.000 |   90.000 |      0.000
   2.090 |   90.000 |    0.000 |   90.000 |      0.000
   2.100 |   90.000 |    0.000 |   90.000 |      0.000
   2.110 |   90.000 |    0.000 |   90.000 |      0.000
   2.120 |   90.000 |    0.000 |   90.000 |      0.000
   2.130 |   90.000 |    0.000 |   90.000 |      0.000
   2.140 |   90.000 |    0.000 |   90.000 |      0.000
   2.150 |   90.000 |    0.000 |   90.000 |      0.000
   2.160 |   90.000 |    0.000 |   90.000 |      0.000
   2.170 |   90.000 |    0.000 |   90.000 |      0.000
   2.180 |   90.000 |    0.000 |   90.000 |      0.000
   2.190 |   90.000 |    0.000 |   90.000 |      0.000
   2.200 |   90.000 |    0.000 |   90.000 |      0.000
   2.210 |   90.000 |    0.000 |   90.000 |      0.000
   2.220 |   90.000 |    0.000 |   90.000 |      0.000
   2.230 |   90.000 |    0.000 |   90.000 |      0.000
   2.240 |   90.000 |    0.000 |   90.000 |      0.000
   2.250 |   90.000 |    0.000 |   90.000 |      0.000
   2.260 |   90.000 |    0.000 |   90.000 |      0.000
   2.270 |   90.000 |    0.000 |   90.000 |      0.000
   2.280 |   90.000 |    0.000 |   90.000 |      0.000
   2.290 |   90.000 |    0.000 |   90.000 |      0.000
   2.300 |   90.000 |    0.000 |   90.000 |      0.000
   2.310 |   90.000 |    0.000 |   90.000 |      0.000
   2.320 |   90.000 |    0.000 |   90.000 |      0.000
   2.330 |   90.000 |    0.000 |   90.000 |      0.000
   2.340 |   90.000 |    0.000 |   90.000 |      0.000
   2.350 |   90.000 |    0.000 |   90.000 |      0.000
   2.360 |   90.000 |    0.000 |   90.000 |      0.000
   2.370 |   90.000 |    0.000 |   90.000 |      0.000
   2.380 |   90.000 |    0.000 |   90.000 |      0.000
   2.390 |   90.000 |    0.000 |   90.000 |      0.000
   2.400 |   90.000 |    0.000 |   90.000 |      0.000
   2.410 |   90.000 |    0.000 |   90.000 |      0.000
   2.420 |   90.000 |    0.000 |   90.000 |      0.000
   2.430 |   90.000 |    0.000 |   90.000 |      0.000
   2.440 |   90.000 |    0.000 |   90.000 |      0.000
   2.450 |   90.000 |    0.000 |   90.000 |      0.000
   2.460 |   90.000 |    0.000 |   90.000 |      0.000
   2.470 |   90.000 |    0.000 |   90.000 |      0.000
   2.480 |   90.000 |    0.000 |   90.000 |      0.000
   2.490 |   90.000 |    0.000 |   90.000 |      0.000
   2.500 |   90.000 |    0.000 |   90.000 |      0.000
   2.510 |   90.000 |    0.000 |   90.000 |      0.000
   2.520 |   90.000 |    0.000 |   90.000 |      0.000
   2.530 |   90.000 |    0.000 |   90.000 |      0.000
   2.540 |   90.000 |    0.000 |   90.000 |      0.000
   2.550 |   90.000 |    0.000 |   90.000 |      0.000
   2.560 |   90.000 |    0.000 |   90.000 |      0.000
   2.570 |   90.000 |    0.000 |   90.000 |      0.000
   2.580 |   90.000 |    0.000 |   90.000 |      0.000
   2.590 |   90.000 |    0.000 |   90.000 |      0.000
   2.600 |   90.000 |    0.000 |   90.000 |      0.000
   2.610 |   90.000 |    0.000 |   90.000 |      0.000
   2.620 |   90.000 |    0.000 |   90.000 |      0.000
   2.630 |   90.000 |    0.000 |   90.000 |      0.000
   2.640 |   90.000 |    0.000 |   90.000 |      0.000
   2.650 |   90.000 |    0.000 |   90.000 |      0.000
   2.660 |   90.000 |    0.000 |   90.000 |      0.000
   2.670 |   90.000 |    0.000 |   90.000 |      0.000
   2.680 |   90.000 |    0.000 |   90.000 |      0.000
   2.690 |   90.000 |    0.000 |   90.000 |      0.000
   2.700 |   90.000 |    0.000 |   90.000 |      0.000
   2.710 |   90.000 |    0.000 |   90.000 |      0.000
   2.720 |   90.000 |    0.000 |   90.000 |      0.000
   2.730 |   90.000 |    0.000 |   90.000 |      0.000
   2.740 |   90.000 |    0.000 |   90.000 |      0.000
   2.750 |   90.000 |    0.000 |   90.000 |      0.000
   2.760 |   90.000 |    0.000 |   90.000 |      0.000
   2.770 |   90.000 |    0.000 |   90.000 |      0.000
   2.780 |   90.000 |    0.000 |   90.000 |      0.000
   2.790 |   90.000 |    0.000 |   90.000 |      0.000
   2.800 |   90.000 |    0.000 |   90.000 |      0.000
   2.810 |   90.000 |    0.000 |   90.000 |      0.000
   2.820 |   90.000 |    0.000 |   90.000 |      0.000
   2.830 |   90.000 |    0.000 |   90.000 |      0.000
   2.840 |   90.000 |    0.000 |   90.000 |      0.000
   2.850 |   90.000 |    0.000 |   90.000 |      0.000
   2.860 |   90.000 |    0.000 |   90.000 |      0.000
   2.870 |   90.000 |    0.000 |   90.000 |      0.000
   2.880 |   90.000 |    0.000 |   90.000 |      0.000
   2.890 |   90.000 |    0.000 |   90.000 |      0.000
   2.900 |   90.000 |    0.000 |   90.000 |      0.000
   2.910 |   90.000 |    0.000 |   90.000 |      0.000
   2.920 |   90.000 |    0.000 |   90.000 |      0.000
   2.930 |   90.000 |    0.000 |   90.000 |      0.000
   2.940 |   90.000 |    0.000 |   90.000 |      0.000
   2.950 |   90.000 |    0.000 |   90.000 |      0.000
   2.960 |   90.000 |    0.000 |   90.000 |      0.000
   2.970 |   90.000 |    0.000 |   90.000 |      0.000
   2.980 |   90.000 |    0.000 |   90.000 |      0.000
   2.990 |   90.000 |    0.000 |   90.000 |      0.000
   3.000 |   90.000 |    0.000 |   90.000 |      0.000
   3.010 |   90.000 |    0.000 |   90.000 |      0.000
   3.020 |   90.000 |    0.000 |   90.000 |      0.000
   3.030 |   90.000 |    0.000 |   90.000 |      0.000
   3.040 |   90.000 |    0.000 |   90.000 |      0.000
   3.050 |   90.000 |    0.000 |   90.000 |      0.000
   3.060 |   90.000 |    0.000 |   90.000 |      0.000
   3.070 |   90.000 |    0.000 |   90.000 |      0.000
   3.080 |   90.000 |    0.000 |   90.000 |      0.000
   3.090 |   90.000 |    0.000 |   90.000 |      0.000
   3.100 |   90.000 |    0.000 |   90.000 |      0.000
   3.110 |   90.000 |    0.000 |   90.000 |      0.000
   3.120 |   90.000 |    0.000 |   90.000 |      0.000
   3.130 |   90.000 |    0.000 |   90.000 |      0.000
   3.140 |   90.000 |    0.000 |   90.000 |      0.000
   3.150 |   90.000 |    0.000 |   90.000 |      0.000
   3.160 |   90.000 |    0.000 |   90.000 |      0.000
   3.170 |   90.000 |    0.000 |   90.000 |      0.000
   3.180 |   90.000 |    0.000 |   90.000 |      0.000
   3.190 |   90.000 |    0.000 |   90.000 |      0.000
   3.200 |   90.000 |    0.000 |   90.000 |      0.000
   3.210 |   90.000 |    0.000 |   90.000 |      0.000
   3.220 |   90.000 |    0.000 |   90.000 |      0.000
   3.230 |   90.000 |    0.000 |   90.000 |      0.000
   3.240 |   90.000 |    0.000 |   90.000 |      0.000
   3.250 |   90.000 |    0.000 |   90.000 |      0.000
   3.260 |   90.000 |    0.000 |   90.000 |      0.000
   3.270 |   90.000 |    0.000 |   90.000 |      0.000
   3.280 |   90.000 |    0.000 |   90.000 |      0.000
   3.290 |   90.000 |    0.000 |   90.000 |      0.000
   3.300 |   90.000 |    0.000 |   90.000 |      0.000
   3.310 |   90.000 |    0.000 |   90.000 |      0.000
   3.320 |   90.000 |    0.000 |   90.000 |      0.000
   3.330 |   90.000 |    0.000 |   90.000 |      0.000
   3.340 |   90.000 |    0.000 |   90.000 |      0.000
   3.350 |   90.000 |    0.000 |   90.000 |      0.000
   3.360 |   90.000 |    0.000 |   90.000 |      0.000
   3.370 |   90.000 |    0.000 |   90.000 |      0.000
   3.380 |   90.000 |    0.000 |   90.000 |      0.000
   3.390 |   90.000 |    0.000 |   90.000 |      0.000
   3.400 |   90.000 |    0.000 |   90.000 |      0.000
   3.410 |   90.000 |    0.000 |   90.000 |      0.000
   3.420 |   90.000 |    0.000 |   90.000 |      0.000
   3.430 |   90.000 |    0.000 |   90.000 |      0.000
   3.440 |   90.000 |    0.000 |   90.000 |      0.000
   3.450 |   90.000 |    0.000 |   90.000 |      0.000
   3.460 |   90.000 |    0.000 |   90.000 |      0.000
   3.470 |   90.000 |    0.000 |   90.000 |      0.000
   3.480 |   90.000 |    0.000 |   90.000 |      0.000
   3.490 |   90.000 |    0.000 |   90.000 |      0.000
   3.500 |   90.000 |    0.000 |   90.000 |      0.000
   3.510 |   90.000 |    0.000 |   90.000 |      0.000
   3.520 |   90.000 |    0.000 |   90.000 |      0.000
   3.530 |   90.000 |    0.000 |   90.000 |      0.000
   3.540 |   90.000 |    0.000 |   90.000 |      0.000
   3.550 |   90.000 |    0.000 |   90.000 |      0.000
   3.560 |   90.000 |    0.000 |   90.000 |      0.000
   3.570 |   90.000 |    0.000 |   90.000 |      0.000
   3.580 |   90.000 |    0.000 |   90.000 |      0.000
   3.590 |   90.000 |    0.000 |   90.000 |      0.000
   3.600 |   90.000 |    0.000 |   90.000 |      0.000
   3.610 |   90.000 |    0.000 |   90.000 |      0.000
   3.620 |   90.000 |    0.000 |   90.000 |      0.000
   3.630 |   90.000 |    0.000 |   90.000 |      0.000
   3.640 |   90.000 |    0.000 |   90.000 |      0.000
   3.650 |   90.000 |    0.000 |   90.000 |      0.000
   3.660 |   90.000 |    0.000 |   90.000 |      0.000
   3.670 |   90.000 |    0.000 |   90.000 |      0.000
   3.680 |   90.000 |    0.000 |   90.000 |      0.000
   3.690 |   90.000 |    0.000 |   90.000 |      0.000
   3.700 |   90.000 |    0.000 |   90.000 |      0.000
   3.710 |   90.000 |    0.000 |   90.000 |      0.000
   3.720 |   90.000 |    0.000 |   90.000 |      0.000
   3.730 |   90.000 |    0.000 |   90.000 |      0.000
   3.740 |   90.000 |    0.000 |   90.000 |      0.000
   3.750 |   90.000 |    0.000 |   90.000 |      0.000
   3.760 |   90.000 |    0.000 |   90.000 |      0.000
   3.770 |   90.000 |    0.000 |   90.000 |      0.000
   3.780 |   90.000 |    0.000 |   90.000 |      0.000
   3.790 |   90.000 |    0.000 |   90.000 |      0.000
   3.800 |   90.000 |    0.000 |   90.000 |      0.000
   3.810 |   90.000 |    0.000 |   90.000 |      0.000
   3.820 |   90.000 |    0.000 |   90.000 |      0.000
   3.830 |   90.000 |    0.000 |   90.000 |      0.000
   3.840 |   90.000 |    0.000 |   90.000 |      0.000
   3.850 |   90.000 |    0.000 |   90.000 |      0.000
   3.860 |   90.000 |    0.000 |   90.000 |      0.000
   3.870 |   90.000 |    0.000 |   90.000 |      0.000
   3.880 |   90.000 |    0.000 |   90.000 |      0.000
   3.890 |   90.000 |    0.000 |   90.000 |      0.000
   3.900 |   90.000 |    0.000 |   90.000 |      0.000
   3.910 |   90.000 |    0.000 |   90.000 |      0.000
   3.920 |   90.000 |    0.000 |   90.000 |      0.000
   3.930 |   90.000 |    0.000 |   90.000 |      0.000
   3.940 |   90.000 |    0.000 |   90.000 |      0.000
   3.950 |   90.000 |    0.000 |   90.000 |      0.000
   3.960 |   90.000 |    0.000 |   90.000 |      0.000
   3.970 |   90.000 |    0.000 |   90.000 |      0.000
   3.980 |   90.000 |    0.000 |   90.000 |      0.000
   3.990 |   90.000 |    0.000 |   90.000 |      0.000
   4.000 |   90.000 |    0.000 |   90.000 |      0.000
   4.010 |   90.000 |    0.000 |   90.000 |      0.000
   4.020 |   90.000 |    0.000 |   90.000 |      0.000
   4.030 |   90.000 |    0.000 |   90.000 |      0.000
   4.040 |   90.000 |    0.000 |   90.000 |      0.000
   4.050 |   90.000 |    0.000 |   90.000 |      0.000
   4.060 |   90.000 |    0.000 |   90.000 |      0.000
   4.070 |   90.000 |    0.000 |   90.000 |      0.000
   4.080 |   90.000 |    0.000 |   90.000 |      0.000
   4.090 |   90.000 |    0.000 |   90.000 |      0.000
   4.100 |   90.000 |    0.000 |   90.000 |      0.000
   4.110 |   90.000 |    0.000 |   90.000 |      0.000
   4.120 |   90.000 |    0.000 |   90.000 |      0.000
   4.130 |   90.000 |    0.000 |   90.000 |      0.000
   4.140 |   90.000 |    0.000 |   90.000 |      0.000
   4.150 |   90.000 |    0.000 |   90.000 |      0.000
   4.160 |   90.000 |    0.000 |   90.000 |      0.000
   4.170 |   90.000 |    0.000 |   90.000 |      0.000
   4.180 |   90.000 |    0.000 |   90.000 |      0.000
   4.190 |   90.000 |    0.000 |   90.000 |      0.000
   4.200 |   90.000 |    0.000 |   90.000 |      0.000
   4.210 |   90.000 |    0.000 |   90.000 |      0.000
   4.220 |   90.000 |    0.000 |   90.000 |      0.000
   4.230 |   90.000 |    0.000 |   90.000 |      0.000
   4.240 |   90.000 |    0.000 |   90.000 |      0.000
   4.250 |   90.000 |    0.000 |   90.000 |      0.000
   4.260 |   90.000 |    0.000 |   90.000 |      0.000
   4.270 |   90.000 |    0.000 |   90.000 |      0.000
   4.280 |   90.000 |    0.000 |   90.000 |      0.000
   4.290 |   90.000 |    0.000 |   90.000 |      0.000
   4.300 |   90.000 |    0.000 |   90.000 |      0.000
   4.310 |   90.000 |    0.000 |   90.000 |      0.000
   4.320 |   90.000 |    0.000 |   90.000 |      0.000
   4.330 |   90.000 |    0.000 |   90.000 |      0.000
   4.340 |   90.000 |    0.000 |   90.000 |      0.000
   4.350 |   90.000 |    0.000 |   90.000 |      0.000
   4.360 |   90.000 |    0.000 |   90.000 |      0.000
   4.370 |   90.000 |    0.000 |   90.000 |      0.000
   4.380 |   90.000 |    0.000 |   90.000 |      0.000
   4.390 |   90.000 |    0.000 |   90.000 |      0.000
   4.400 |   90.000 |    0.000 |   90.000 |      0.000
   4.410 |   90.000 |    0.000 |   90.000 |      0.000
   4.420 |   90.000 |    0.000 |   90.000 |      0.000
   4.430 |   90.000 |    0.000 |   90.000 |      0.000
   4.440 |   90.000 |    0.000 |   90.000 |      0.000
   4.450 |   90.000 |    0.000 |   90.000 |      0.000
   4.460 |   90.000 |    0.000 |   90.000 |      0.000
   4.470 |   90.000 |    0.000 |   90.000 |      0.000
   4.480 |   90.000 |    0.000 |   90.000 |      0.000
   4.490 |   90.000 |    0.000 |   90.000 |      0.000
   4.500 |   90.000 |    0.000 |   90.000 |      0.000
   4.510 |   90.000 |    0.000 |   90.000 |      0.000
   4.520 |   90.000 |    0.000 |   90.000 |      0.000
   4.530 |   90.000 |    0.000 |   90.000 |      0.000
   4.540 |   90.000 |    0.000 |   90.000 |      0.000
   4.550 |   90.000 |    0.000 |   90.000 |      0.000
   4.560 |   90.000 |    0.000 |   90.000 |      0.000
   4.570 |   90.000 |    0.000 |   90.000 |      0.000
   4.580 |   90.000 |    0.000 |   90.000 |      0.000
   4.590 |   90.000 |    0.000 |   90.000 |      0.000
   4.600 |   90.000 |    0.000 |   90.000 |      0.000
   4.610 |   90.000 |    0.000 |   90.000 |      0.000
   4.620 |   90.000 |    0.000 |   90.000 |      0.000
   4.630 |   90.000 |    0.000 |   90.000 |      0.000
   4.640 |   90.000 |    0.000 |   90.000 |      0.000
   4.650 |   90.000 |    0.000 |   90.000 |      0.000
   4.660 |   90.000 |    0.000 |   90.000 |      0.000
   4.670 |   90.000 |    0.000 |   90.000 |      0.000
   4.680 |   90.000 |    0.000 |   90.000 |      0.000
   4.690 |   90.000 |    0.000 |   90.000 |      0.000
   4.700 |   90.000 |    0.000 |   90.000 |      0.000
   4.710 |   90.000 |    0.000 |   90.000 |      0.000
   4.720 |   90.000 |    0.000 |   90.000 |      0.000
   4.730 |   90.000 |    0.000 |   90.000 |      0.000
   4.740 |   90.000 |    0.000 |   90.000 |      0.000
   4.750 |   90.000 |    0.000 |   90.000 |      0.000
   4.760 |   90.000 |    0.000 |   90.000 |      0.000
   4.770 |   90.000 |    0.000 |   90.000 |      0.000
   4.780 |   90.000 |    0.000 |   90.000 |      0.000
   4.790 |   90.000 |    0.000 |   90.000 |      0.000
   4.800 |   90.000 |    0.000 |   90.000 |      0.000
   4.810 |   90.000 |    0.000 |   90.000 |      0.000
